350	35
1	1	0
1	2	47.12
1	3	37.84
1	4	30.88
1	5	10.4
1	6	29.5
1	7	18.7
1	8	39.1
1	9	22.61
1	10	4.93
1	11	26.9
1	12	15.57
1	13	33.8
1	14	40.59
1	15	19.56
1	16	38.88
1	17	12.72
1	18	39.38
1	19	39.69
1	20	28.75
1	21	51.73
1	22	23.28
1	23	38.93
1	24	70.38
1	25	30.53
1	26	6.98
1	27	32.71
1	28	38.97
1	29	40.08
1	30	47.82
1	31	13.08
1	32	23.65
1	33	7.81
1	34	8.1
1	35	39.65
1	36	26.53
1	37	53.64
1	38	31.05
1	39	5.89
1	40	39.91
1	41	9.67
1	42	49.7
1	43	34.22
1	44	7.91
1	45	8.13
1	46	58
1	47	40.4
1	48	30.96
1	49	30.26
1	50	48.78
1	51	51.06
1	52	14.81
1	53	56.1
1	54	19.66
1	55	30.03
1	56	38.65
1	57	62.5
1	58	57.55
1	59	8.66
1	60	44.87
1	61	42.62
1	62	44.86
1	63	40.94
1	64	36.87
1	65	17.15
1	66	37.07
1	67	8.85
1	68	25.24
1	69	31.95
1	70	10.07
1	71	52.43
1	72	10.22
1	73	61.13
1	74	34.53
1	75	39.51
1	76	18.59
1	77	49.95
1	78	72.24
1	79	27.71
1	80	70.59
1	81	8.02
1	82	17.62
1	83	29.74
1	84	68.67
1	85	45.25
1	86	25
1	87	3.85
1	88	16.65
1	89	71.82
1	90	51.79
1	91	8.42
1	92	32.41
1	93	26.33
1	94	26.6
1	95	26.33
1	96	7.66
1	97	26.28
1	98	23.16
1	99	11.36
1	100	23.43
1	101	54.59
1	102	36.64
1	103	47.61
1	104	27.93
1	105	33.53
1	106	13.2
1	107	17.65
1	108	35.66
1	109	44.02
1	110	43.78
1	111	4.66
1	112	19.87
1	113	10.7
1	114	22.52
1	115	23.29
1	116	21.32
1	117	45.91
1	118	51.36
1	119	45.78
1	120	53.82
1	121	11.9
1	122	57.72
1	123	13.84
1	124	9.77
1	125	52.47
1	126	17.46
1	127	31.82
1	128	40.53
1	129	26.85
1	130	20.94
1	131	29.96
1	132	10.74
1	133	16.85
1	134	27.93
1	135	5.21
1	136	38.08
1	137	50.96
1	138	28.25
1	139	7.07
1	140	12.09
1	141	56.3
1	142	33.64
1	143	33.26
1	144	63.46
1	145	10.7
1	146	7.88
1	147	39.61
1	148	63.68
1	149	49.34
1	150	60.98
1	151	32.03
1	152	25.87
1	153	50.35
1	154	45.54
1	155	11.75
1	156	19.1
1	157	9.41
1	158	36.11
1	159	42.03
1	160	9.33
1	161	60.22
1	162	23.95
1	163	51.24
1	164	21.79
1	165	36.36
1	166	39.28
1	167	51.08
1	168	38.6
1	169	44.29
1	170	37.17
1	171	9.61
1	172	6.24
1	173	54.97
1	174	28.13
1	175	25.13
1	176	35.11
1	177	21.31
1	178	12.88
1	179	35.93
1	180	52.8
1	181	15.51
1	182	44.11
1	183	43.17
1	184	15.33
1	185	6.99
1	186	23.19
1	187	25.81
