250	25
1	1	0
1	2	33.86
1	3	61.36
1	4	22.95
1	5	68.56
1	6	82.48
1	7	71.73
1	8	35.54
1	9	77.61
1	10	36.57
1	11	74.87
1	12	59.82
1	13	35.72
1	14	57.84
1	15	26.41
1	16	17.87
1	17	42.74
1	18	63.96
1	19	37.81
1	20	47.77
1	21	57.37
1	22	56.63
1	23	21.63
1	24	81.77
1	25	48.37
1	26	46.87
1	27	32.8
1	28	40.39
1	29	39.18
1	30	35.49
1	31	56.5
1	32	43.24
1	33	24.92
1	34	37.82
1	35	44.81
1	36	19.6
1	37	56.61
1	38	43.16
1	39	24.13
1	40	61.06
1	41	36.36
1	42	23.7
1	43	29.11
1	44	76.82
1	45	25.55
1	46	53.67
1	47	49.58
1	48	16.94
1	49	36.62
1	50	32.03
1	51	67.51
1	52	36.19
1	53	13.48
1	54	25.97
1	55	39.03
1	56	11.04
1	57	24.74
1	58	38.62
1	59	42.52
1	60	19.83
1	61	10.1
1	62	20.47
1	63	66.9
1	64	61.94
1	65	39.86
1	66	48.38
1	67	66.48
1	68	65.5
1	69	8.63
1	70	38.73
1	71	21.03
1	72	58.57
1	73	22.17
1	74	41.12
1	75	56.44
1	76	49.54
1	77	25.85
1	78	77.91
1	79	44.8
1	80	39.32
1	81	28.11
1	82	69.6
1	83	45.46
1	84	9.32
1	85	43.48
1	86	25.75
1	87	34.71
1	88	62.36
1	89	40.51
1	90	70.51
1	91	58.84
1	92	51.82
1	93	28.8
1	94	54.43
1	95	49.36
1	96	36.66
1	97	54.4
1	98	49.97
1	99	42.89
1	100	43.27
1	101	13.27
1	102	61.58
1	103	60.29
1	104	85
1	105	43.66
1	106	29.62
1	107	67.77
1	108	46.65
1	109	41.68
1	110	59.21
1	111	43.54
1	112	21.43
1	113	44.22
1	114	29.5
1	115	52.34
1	116	25.26
1	117	59.6
1	118	50.77
1	119	37.56
1	120	55
1	121	50.06
1	122	11.03
1	123	58.81
1	124	35.34
1	125	57.61
1	126	30.04
1	127	38.9
1	128	59.69
1	129	58.99
1	130	31.99
1	131	51.44
1	132	74.93
1	133	55.15
1	134	35.32
1	135	35.83
1	136	48.84
1	137	40.11
1	138	83.31
1	139	62.16
1	140	51.09
1	141	31.25
1	142	30.5
1	143	48.14
1	144	44.46
1	145	79.79
1	146	52.7
1	147	13.76
1	148	45.11
1	149	43.71
1	150	32.69
1	151	23.73
1	152	15.17
1	153	51.81
1	154	22.13
1	155	32.15
1	156	51.1
1	157	15.61
1	158	43.8
1	159	35.21
1	160	8.57
1	161	28.73
1	162	36.36
1	163	35.18
1	164	81.93
1	165	68.2
1	166	14.44
1	167	18.15
1	168	61.45
1	169	41.03
1	170	36.84
1	171	31.82
1	172	58.82
1	173	47.05
1	174	51.27
1	175	72.47
1	176	22.57
1	177	50.02
1	178	39.7
1	179	17.44
1	180	76.74
1	181	33.75
1	182	82.15
1	183	21.05
1	184	47.41
1	185	63.2
1	186	62.41
1	187	46.07
1	188	20.24
1	189	55.5
1	190	83.02
1	191	55.2
1	192	44.49
1	193	46.26
1	194	53.67
1	195	46.67
1	196	64.11
1	197	34.07
1	198	16.38
1	199	11.9
1	200	52.12
1	201	39.89
1	202	35.19
1	203	52.22
1	204	61.13
1	205	15.78
1	206	9.77
1	207	41.9
1	208	56.05
1	209	54.74
1	210	41.88
1	211	30.19
1	212	42.8
1	213	63.67
1	214	27.25
1	215	32.44
1	216	68.95
1	217	52.31
1	218	53.36
1	219	39.47
1	220	72.58
1	221	28.2
1	222	66.49
1	223	64.82
1	224	50.97
1	225	36.01
1	226	57.45
1	227	53.47
1	228	41.01
1	229	34.01
1	230	56.17
1	231	38.06
1	232	32.11
1	233	49.17
1	234	62.96
1	235	50.37
1	236	63.06
1	237	52.18
1	238	60.19
1	239	16.33
1	240	30.18
1	241	64.28
1	242	8.48
1	243	69.98
1	244	18.58
1	245	72.4
1	246	55.54
1	247	54.6
1	248	42.65
1	249	6.68
1	250	34.22
2	1	33.86
2	2	0
2	3	31.84
2	4	14
2	5	36.05
2	6	50.38
2	7	40.54
2	8	5.75
2	9	45.01
2	10	7.86
2	11	42.09
2	12	30.53
2	13	5.49
2	14	24.69
2	15	9.13
2	16	26.77
2	17	15.04
2	18	31.46
2	19	8.28
2	20	16.14
2	21	24.9
2	22	23.78
2	23	19.28
2	24	49.56
2	25	15.54
2	26	27.32
2	27	5.3
2	28	14.68
2	29	11.94
2	30	13.41
2	31	28.28
2	32	12.55
2	33	10.6
2	34	9.76
2	35	14.7
2	36	22.89
2	37	29.26
2	38	10.76
2	39	11.66
2	40	30.24
2	41	6.67
2	42	17.5
2	43	10.62
2	44	44.25
2	45	9.76
2	46	22.11
2	47	17.86
2	48	18.92
2	49	8.96
2	50	6.2
2	51	34.93
2	52	16.31
2	53	25.18
2	54	26.01
2	55	7.23
2	56	30.45
2	57	22.06
2	58	6.9
2	59	9.77
2	60	16.31
2	61	29.2
2	62	17.8
2	63	35.14
2	64	29.66
2	65	7.22
2	66	17.44
2	67	37.1
2	68	38.14
2	69	31.33
2	70	7.03
2	71	16.47
2	72	26.44
2	73	17.36
2	74	10.5
2	75	25.19
2	76	19.11
2	77	14.97
2	78	45.43
2	79	12.92
2	80	10.22
2	81	6.42
2	82	37.59
2	83	13.85
2	84	31.14
2	85	11.31
2	86	24.52
2	87	6.53
2	88	30.27
2	89	15.6
2	90	40.17
2	91	26.32
2	92	28.6
2	93	5.78
2	94	23.35
2	95	16.8
2	96	6.51
2	97	22.01
2	98	18.61
2	99	10.53
2	100	10.39
2	101	24.75
2	102	29.88
2	103	32.21
2	104	52.39
2	105	11.32
2	106	10.22
2	107	35.91
2	108	14.97
2	109	9.87
2	110	26.73
2	111	15.7
2	112	13.86
2	113	12.22
2	114	7.84
2	115	22.75
2	116	15.15
2	117	27.07
2	118	18.15
2	119	12.67
2	120	26.46
2	121	32.98
2	122	27.28
2	123	25.93
2	124	4.78
2	125	29.53
2	126	6.97
2	127	30.82
2	128	27.34
2	129	28.1
2	130	17.38
2	131	18.93
2	132	42.28
2	133	23.87
2	134	5.49
2	135	6.19
2	136	15.81
2	137	8.93
2	138	50.44
2	139	33.31
2	140	19.34
2	141	16.8
2	142	16.93
2	143	21.59
2	144	12.92
2	145	47.13
2	146	20.08
2	147	25.57
2	148	13.55
2	149	12.39
2	150	5.05
2	151	16.77
2	152	24.44
2	153	27.12
2	154	17.79
2	155	18.27
2	156	19.86
2	157	22.9
2	158	16.78
2	159	6.61
2	160	32.47
2	161	8.3
2	162	6.44
2	163	11.2
2	164	49.44
2	165	36.06
2	166	29.26
2	167	18.2
2	168	31.76
2	169	9.1
2	170	6.53
2	171	14.21
2	172	25.97
2	173	15.01
2	174	19.83
2	175	40.79
2	176	18.08
2	177	25.94
2	178	7.28
2	179	20.64
2	180	44.74
2	181	7.26
2	182	49.63
2	183	14.96
2	184	23.38
2	185	33.51
2	186	30.45
2	187	13.44
2	188	22.06
2	189	23.79
2	190	50.17
2	191	22.29
2	192	22
2	193	13.7
2	194	22.11
2	195	14.2
2	196	35.86
2	197	4.31
2	198	25.99
2	199	29.11
2	200	19.43
2	201	10.56
