250	25
1	1	0
1	2	6.13
1	3	57.55
1	4	16.69
1	5	26.01
1	6	15.74
1	7	35.77
1	8	12.85
1	9	11.1
1	10	35.16
1	11	32.23
1	12	38.23
1	13	17.52
1	14	38.43
1	15	29.97
1	16	23.75
1	17	35.04
1	18	13.14
1	19	19.37
1	20	29.83
1	21	27.26
1	22	12.51
1	23	42.02
1	24	27.39
1	25	54.67
1	26	8.31
1	27	35.42
1	28	25.27
1	29	56.92
1	30	18.51
1	31	13.79
1	32	21.79
1	33	8.17
1	34	45.91
1	35	41.52
1	36	54.19
1	37	16.08
1	38	9.32
1	39	16.62
1	40	38.56
1	41	32.49
1	42	33.72
1	43	19.28
1	44	39.97
1	45	18.33
1	46	21.11
1	47	23.58
1	48	12.36
1	49	36.47
1	50	40.42
1	51	20.73
1	52	26.14
1	53	23.97
1	54	17.34
1	55	40.14
1	56	5.79
1	57	8.84
1	58	29.9
1	59	20.06
1	60	23.8
1	61	30.28
1	62	19.43
1	63	34.39
1	64	8.82
1	65	35.55
1	66	44.26
1	67	18.38
1	68	7.7
1	69	27.64
1	70	25.35
1	71	43.71
1	72	7.78
1	73	13.86
1	74	15.94
1	75	40.86
1	76	9.21
1	77	6.82
1	78	5.47
1	79	11.87
1	80	20.87
1	81	48.58
1	82	12.2
1	83	27.44
1	84	12.59
1	85	34.43
1	86	13.59
1	87	58.56
1	88	39.9
1	89	21.42
1	90	13.39
1	91	6.38
1	92	22.26
1	93	7.21
1	94	22.88
1	95	22.66
1	96	12.18
1	97	14.54
1	98	19.96
1	99	25.93
1	100	50.78
1	101	6.33
1	102	15.25
1	103	21.65
1	104	14.58
1	105	16.99
1	106	10.18
1	107	20.83
1	108	32.92
1	109	13.36
1	110	20.21
1	111	21.99
1	112	53.35
1	113	38.08
1	114	14.02
1	115	40.78
1	116	33.37
1	117	40.85
1	118	9.92
1	119	27.99
1	120	55.68
1	121	31.07
1	122	50.66
1	123	21.13
1	124	18.67
1	125	32.33
1	126	22.99
1	127	20.64
1	128	11.22
1	129	15.17
1	130	41.48
1	131	7.59
1	132	19.84
1	133	31.69
1	134	53.7
1	135	21.68
1	136	11.36
1	137	24.91
1	138	21.38
1	139	7.84
1	140	4.76
1	141	25.07
1	142	23.39
1	143	42.56
1	144	38.81
1	145	8.02
1	146	10.81
1	147	15.62
1	148	23.25
1	149	36.25
1	150	20.63
1	151	18.08
1	152	32.25
1	153	15.94
1	154	46.64
1	155	7.8
1	156	9.19
1	157	28.43
1	158	14.49
1	159	12.94
1	160	12.81
1	161	23.64
1	162	24.31
1	163	9.07
1	164	19.27
1	165	18.74
1	166	9.47
1	167	17
1	168	10.88
1	169	28.53
1	170	26.27
1	171	8.46
1	172	8.73
1	173	48.28
1	174	17.44
1	175	26.57
1	176	9.68
1	177	37.18
1	178	12.06
1	179	19.75
1	180	51.13
1	181	22.71
1	182	28.74
1	183	25.37
1	184	22.63
1	185	14
1	186	7.7
1	187	50.95
1	188	10.78
1	189	23.42
1	190	21.66
1	191	36.6
1	192	24.96
1	193	46.29
1	194	16.47
1	195	5.23
1	196	30.75
1	197	54.74
1	198	46.61
1	199	6.3
1	200	37.7
1	201	23.74
1	202	47.77
1	203	10.43
1	204	27.11
1	205	20.17
1	206	10.7
1	207	20.46
1	208	36.79
1	209	39.05
1	210	30.08
1	211	10.48
1	212	38.24
1	213	18.89
1	214	8.37
1	215	57.33
1	216	5.22
1	217	18.88
1	218	11.2
1	219	20.24
1	220	28.36
1	221	23.83
1	222	16.67
1	223	5.69
1	224	48.98
1	225	8.93
1	226	19.6
1	227	37.85
1	228	7.21
1	229	25.95
1	230	23.67
1	231	47.39
1	232	26.87
1	233	36.83
1	234	28.74
1	235	19.75
1	236	7.86
1	237	14.38
1	238	23.92
1	239	11.18
1	240	16.44
1	241	51.92
1	242	18.32
1	243	47.58
1	244	27.46
1	245	45.1
1	246	7.88
1	247	38.32
1	248	25.31
1	249	25.24
1	250	23.82
2	1	6.13
2	2	0
2	3	53.13
2	4	12.88
2	5	21.84
2	6	11.03
2	7	30.24
2	8	16.48
2	9	9.4
2	10	30.19
2	11	28.56
2	12	34.94
2	13	20.86
2	14	35.19
2	15	26.27
2	16	18.76
2	17	29.51
2	18	13.75
2	19	14.8
2	20	25.38
2	21	29.86
2	22	10.24
2	23	36.44
2	24	22.61
2	25	50.35
2	26	3.75
2	27	31.13
2	28	22.06
2	29	52.78
2	30	15.74
2	31	10.59
2	32	24.68
2	33	8.56
2	34	40.67
2	35	38.05
2	36	49.78
2	37	11.86
2	38	5.77
2	39	18.17
2	40	33.79
2	41	29.12
2	42	29.31
2	43	16.85
2	44	34.79
2	45	13.77
2	46	17.16
2	47	18.84
2	48	8.02
2	49	31.15
2	50	36.32
2	51	23.99
2	52	21.41
2	53	19.48
2	54	13.91
2	55	35.49
2	56	8.24
2	57	4.79
2	58	26.37
2	59	22.91
2	60	18.95
2	61	26.5
2	62	15.71
2	63	29.39
2	64	9.23
2	65	30.23
2	66	39.17
2	67	14.21
2	68	11.3
2	69	24.01
2	70	19.68
2	71	39.5
2	72	3.28
2	73	8.85
2	74	11.09
2	75	36.91
2	76	7.21
2	77	6.84
2	78	6.91
2	79	7.81
2	80	15.67
2	81	44.16
2	82	6.86
2	83	22.21
2	84	9.34
2	85	30.31
2	86	9.3
2	87	54.39
2	88	35.76
2	89	18.61
2	90	10.52
2	91	9.66
2	92	16.85
2	93	7.13
2	94	17.86
2	95	17.53
2	96	7.35
2	97	16.91
2	98	20.26
2	99	21
2	100	46.6
2	101	5.6
