250	25
1	1	0
1	2	27.79
1	3	14.32
1	4	7.58
1	5	6.79
1	6	18.45
1	7	20.4
1	8	5.96
1	9	15.41
1	10	16.39
1	11	33.18
1	12	28.05
1	13	21.39
1	14	36.95
1	15	28.02
1	16	7.28
1	17	19.11
1	18	20.7
1	19	31.09
1	20	18.76
1	21	4.37
1	22	18
1	23	31.16
1	24	8.41
1	25	2.92
1	26	29.71
1	27	14.8
1	28	12
1	29	32.13
1	30	6.38
1	31	32.98
1	32	17.86
1	33	29.78
1	34	27.33
1	35	7.32
1	36	3.22
1	37	14.02
1	38	30.29
1	39	20.08
1	40	11.45
1	41	13.03
1	42	25.08
1	43	18.6
1	44	8.7
1	45	36.84
1	46	18.07
1	47	16.42
1	48	5.16
1	49	13.07
1	50	35.99
1	51	29.83
1	52	21.4
1	53	5.39
1	54	24.58
1	55	16.81
1	56	6.81
1	57	25.25
1	58	27.87
1	59	15.79
1	60	27.19
1	61	34.13
1	62	31.34
1	63	22.19
1	64	6.52
1	65	34.28
1	66	39.47
1	67	22.98
1	68	9.75
1	69	25.17
1	70	13.56
1	71	26.65
1	72	5.45
1	73	10.91
1	74	17.39
1	75	18.25
1	76	10.86
1	77	13.76
1	78	16.25
1	79	13.81
1	80	18.14
1	81	21.04
1	82	33.42
1	83	30.97
1	84	8.86
1	85	5.96
1	86	38.98
1	87	11.45
1	88	19.46
1	89	5.51
1	90	2.57
1	91	7.78
1	92	11.23
1	93	8.66
1	94	24.22
1	95	21.01
1	96	8.72
1	97	22.24
1	98	20.5
1	99	4.56
1	100	10.12
1	101	6.2
1	102	18.45
1	103	16.14
1	104	32.5
1	105	5.05
1	106	10.46
1	107	15.75
1	108	12.12
1	109	13.14
1	110	11.01
1	111	4.74
1	112	31.71
1	113	17.43
1	114	23.24
1	115	20.28
1	116	18.74
1	117	32.63
1	118	6.42
1	119	22.76
1	120	10.02
1	121	8.32
1	122	27.04
1	123	18.38
1	124	3.58
1	125	20.51
1	126	8.84
1	127	9.82
1	128	13.51
1	129	17.2
1	130	31.51
1	131	22.93
1	132	13.58
1	133	7.71
1	134	17.7
1	135	20.48
1	136	21.75
1	137	10.9
1	138	19.93
1	139	28.99
1	140	16.8
1	141	7.94
1	142	26.24
1	143	7.96
1	144	20.09
1	145	16.01
1	146	7.04
1	147	16.02
1	148	30.35
1	149	13.58
1	150	32.34
1	151	21.2
1	152	12.74
1	153	18.01
1	154	7.26
1	155	33.25
1	156	8.19
1	157	16.73
1	158	8.95
1	159	2.35
1	160	24.63
1	161	7.17
1	162	7.36
1	163	4.7
1	164	40.9
1	165	19.12
1	166	6.28
1	167	37.98
1	168	18.25
1	169	6.57
1	170	35.68
1	171	40.14
1	172	14.75
1	173	25.39
1	174	14.15
1	175	13.26
1	176	4.07
1	177	14.17
1	178	29.2
1	179	15.89
1	180	30.09
1	181	30.79
1	182	9.51
1	183	18.13
1	184	29.01
1	185	3.86
1	186	22.51
1	187	27.63
1	188	13.53
1	189	21.75
1	190	32.87
1	191	3.92
1	192	11.69
1	193	33.32
1	194	5.81
1	195	38.44
1	196	19.71
1	197	19.19
1	198	10.8
1	199	27.57
1	200	13.22
1	201	14.14
1	202	13.98
1	203	28.28
1	204	5.31
1	205	5.22
1	206	11.97
1	207	7.5
1	208	33.71
1	209	34.61
1	210	26.7
1	211	28.94
1	212	22.91
1	213	24.21
1	214	2.84
1	215	23.2
1	216	15.54
1	217	34.07
1	218	34.99
1	219	5.07
1	220	11.7
1	221	15.69
1	222	3.82
1	223	13.62
1	224	5.79
1	225	2.59
1	226	31.73
1	227	24.87
1	228	4.34
1	229	3.68
1	230	27.67
1	231	11.02
1	232	28.35
1	233	19.08
1	234	11.2
1	235	6.41
1	236	26.05
1	237	34.46
1	238	18.99
1	239	9.72
1	240	32.88
1	241	26.54
1	242	40.55
1	243	13.64
1	244	16.1
1	245	13.27
1	246	9.45
1	247	11.32
1	248	23.89
1	249	9.01
1	250	41.03
2	1	27.79
2	2	0
2	3	15.42
2	4	30.73
2	5	30.21
2	6	20.83
2	7	15.42
2	8	33.03
2	9	16.25
2	10	23.09
2	11	31.37
2	12	47.9
2	13	19.59
2	14	30.49
2	15	44.86
2	16	33.58
2	17	16.74
2	18	37.68
2	19	29.11
2	20	36.36
2	21	31.01
2	22	15.77
2	23	29.15
2	24	34.91
2	25	27.5
2	26	28.56
2	27	18.83
2	28	19.91
2	29	49.93
2	30	24.97
2	31	52.17
2	32	17.38
2	33	26.57
2	34	16.77
2	35	33.36
2	36	29.28
2	37	36
2	38	51.11
2	39	25.7
2	40	22.15
2	41	37.46
2	42	43.25
2	43	38.94
2	44	33.13
2	45	26.03
2	46	25.55
2	47	26.75
2	48	31.38
2	49	20.5
2	50	53.52
2	51	37.15
2	52	37.84
2	53	29.46
2	54	27.97
2	55	39.81
2	56	34.21
2	57	48.7
2	58	21.93
2	59	27.91
2	60	46.16
2	61	23.83
2	62	30.31
2	63	41.68
2	64	32.43
2	65	46.54
2	66	61.22
2	67	15.98
2	68	22.49
2	69	13.53
2	70	26.54
2	71	14.79
2	72	26.98
2	73	36.23
2	74	15.85
2	75	32.89
2	76	35.4
2	77	23.34
2	78	15.99
2	79	18.64
2	80	21.73
2	81	21.44
2	82	28.52
2	83	23.54
2	84	22.09
2	85	32.68
2	86	29.66
2	87	35.34
2	88	26.39
2	89	32.65
2	90	28.53
2	91	25.46
2	92	22.15
2	93	30.59
2	94	17.56
2	95	36.77
2	96	26.95
2	97	44.74
2	98	14.97
2	99	26.12
2	100	31.48
2	101	32.86
2	102	41.05
2	103	39.96
2	104	21.41
2	105	30.67
2	106	26.98
2	107	33.4
2	108	18.11
2	109	36.48
2	110	18.29
2	111	28.29
2	112	22.77
2	113	42.48
2	114	38.22
2	115	21.83
2	116	34.98
2	117	26
2	118	23.96
2	119	17.7
2	120	22.79
2	121	29.8
2	122	13.39
2	123	41.03
2	124	29.98
2	125	16.05
2	126	35.85
2	127	26.44
2	128	28.02
2	129	37.53
2	130	29.03
2	131	44.05
2	132	24.07
2	133	34.43
2	134	23.03
2	135	41.68
2	136	16.01
2	137	32
2	138	22.82
2	139	26.53
2	140	19.17
2	141	35.44
2	142	17.83
2	143	27.44
2	144	38
2	145	39.98
