250	25
1	1	0
1	2	29.1
1	3	48.65
1	4	17.77
1	5	14.95
1	6	18.61
1	7	12.85
1	8	8.99
1	9	14.1
1	10	20.74
1	11	22.98
1	12	28.58
1	13	11.18
1	14	6.94
1	15	8.07
1	16	6.51
1	17	34.18
1	18	16.07
1	19	29.18
1	20	24.88
1	21	19.24
1	22	25.17
1	23	30.59
1	24	11.52
1	25	14.73
1	26	32.6
1	27	12.61
1	28	18.7
1	29	17.5
1	30	21.48
1	31	13.46
1	32	21.75
1	33	15.79
1	34	13.86
1	35	18.57
1	36	12.79
1	37	31.9
1	38	16.31
1	39	20.35
1	40	13.87
1	41	24.79
1	42	14.98
1	43	14.32
1	44	30.05
1	45	18.45
1	46	27.11
1	47	14.43
1	48	25.13
1	49	17.6
1	50	25.78
1	51	40.01
1	52	38.59
1	53	20.08
1	54	12.39
1	55	20.53
1	56	13.07
1	57	37.02
1	58	20.82
1	59	49.01
1	60	12.07
1	61	10.11
1	62	25.03
1	63	12.52
1	64	15.81
1	65	18.61
1	66	25.58
1	67	31.42
1	68	15.66
1	69	14.97
1	70	12.14
1	71	40.39
1	72	20.93
1	73	22.53
1	74	33.22
1	75	13.43
1	76	25.74
1	77	13.82
1	78	23.98
1	79	9.64
1	80	28.21
1	81	27.71
1	82	11.88
1	83	16.72
1	84	25.18
1	85	27.15
1	86	10.63
1	87	15.8
1	88	14.62
1	89	41.71
1	90	19.73
1	91	14.35
1	92	38.28
1	93	16.39
1	94	18.31
1	95	19.97
1	96	7.49
1	97	37.49
1	98	10.83
1	99	33.46
1	100	25.71
1	101	22.95
1	102	37.73
1	103	17.14
1	104	10.48
1	105	21.11
1	106	17.14
1	107	8.92
1	108	20.6
1	109	34.66
1	110	11.16
1	111	38.01
1	112	47.75
1	113	14.06
1	114	29.39
1	115	13.83
1	116	27.87
1	117	31.55
1	118	25.06
1	119	13.46
1	120	40.2
1	121	16.23
1	122	12.53
1	123	32.54
1	124	28.14
1	125	13.82
1	126	16.53
1	127	13.95
1	128	12.64
1	129	15.53
1	130	32.76
1	131	19.96
1	132	31.09
1	133	27.32
1	134	12.96
1	135	18.04
1	136	27.79
1	137	25.65
1	138	9.19
1	139	42.39
1	140	41.26
1	141	11.85
1	142	13.57
1	143	21.27
1	144	7.57
1	145	14.02
1	146	12.07
1	147	12.95
1	148	15.11
1	149	12.85
1	150	10.36
1	151	10.29
1	152	40.2
1	153	38.17
1	154	14.67
1	155	45.36
1	156	14.54
1	157	13.65
1	158	32.16
1	159	31.75
1	160	25.55
1	161	20.05
1	162	22.03
1	163	12.58
1	164	17.77
1	165	11.37
1	166	17.73
1	167	11.61
1	168	29.94
1	169	8.57
1	170	10.25
1	171	18.98
1	172	16.49
1	173	23.41
1	174	19.34
1	175	13.11
1	176	15.43
1	177	26.9
1	178	14.59
1	179	9.51
1	180	14.22
1	181	21.41
1	182	23.88
1	183	30.85
1	184	11.77
1	185	12.54
1	186	33.15
1	187	13.73
1	188	43.09
1	189	11.84
1	190	13.71
1	191	15.07
1	192	22.15
1	193	24.89
1	194	12.92
1	195	14.89
1	196	11.64
1	197	12.19
1	198	38.8
1	199	26.85
1	200	15.53
1	201	32.03
1	202	20.17
1	203	27.73
1	204	52.28
1	205	30.7
1	206	20.16
1	207	12.84
1	208	16.6
1	209	8.77
1	210	21.61
1	211	12.88
1	212	17.88
1	213	18.89
1	214	13.02
1	215	12.74
1	216	18.06
1	217	13.83
1	218	17.18
1	219	24.2
1	220	17.52
1	221	14.07
1	222	11.51
1	223	33.66
1	224	16.67
1	225	22.65
1	226	19.03
1	227	26.93
1	228	17.13
1	229	21.97
1	230	21.18
1	231	9.64
1	232	16.54
1	233	39.47
1	234	18.67
1	235	13.43
1	236	26.04
1	237	26.94
1	238	14.01
1	239	29.88
1	240	37.3
1	241	11.55
1	242	9.81
1	243	30.48
1	244	12.93
1	245	39.52
1	246	34.94
1	247	36.99
1	248	18.83
1	249	15.03
1	250	15.26
2	1	29.1
2	2	0
2	3	76.21
2	4	15.19
2	5	39.81
2	6	44.87
2	7	21.25
2	8	23.28
2	9	35.63
2	10	44.69
2	11	7.48
2	12	50.95
2	13	32.22
2	14	26.9
2	15	33.98
2	16	28.34
2	17	60.97
2	18	16.82
2	19	5.84
2	20	50.93
2	21	41.45
2	22	51.1
2	23	58.2
2	24	25.9
2	25	17.21
2	26	59.36
2	27	24.55
2	28	35.81
2	29	42.91
2	30	16.2
2	31	26.11
2	32	48.05
2	33	42.71
2	34	24.7
2	35	44.03
2	36	36.53
2	37	58.13
2	38	39
2	39	30.03
2	40	40.17
2	41	52.11
2	42	39.07
2	43	40.8
2	44	55.11
2	45	43.92
2	46	54.65
2	47	38.67
2	48	6.64
2	49	14
2	50	53.61
2	51	67.34
2	52	66.29
2	53	44.81
2	54	37.2
2	55	12.14
