350	35
1	1	0
1	2	18.16
1	3	35.02
1	4	21.9
1	5	8.27
1	6	27.57
1	7	20.06
1	8	11.49
1	9	14.03
1	10	23.58
1	11	48.43
1	12	19.91
1	13	19.66
1	14	15.34
1	15	22.62
1	16	16.11
1	17	36.1
1	18	33.2
1	19	35.06
1	20	29.9
1	21	30.06
1	22	54.24
1	23	22.74
1	24	24.01
1	25	31.71
1	26	34.19
1	27	26.48
1	28	22.99
1	29	19.74
1	30	53.68
1	31	31.72
1	32	17.49
1	33	17.58
1	34	49.32
1	35	15.71
1	36	24.73
1	37	11.58
1	38	50.87
1	39	26.66
1	40	11.8
1	41	25.85
1	42	14.11
1	43	20.64
1	44	15.98
1	45	9.15
1	46	10.12
1	47	19.18
1	48	20.94
1	49	22.96
1	50	13.1
1	51	23.57
1	52	10.45
1	53	28.28
1	54	15.56
1	55	14.73
1	56	21.75
1	57	20.81
1	58	21.51
1	59	14.68
1	60	19.8
1	61	12.69
1	62	14.91
1	63	31.2
1	64	17.26
1	65	25.06
1	66	45.26
1	67	20.92
1	68	42.78
1	69	14.54
1	70	16.49
1	71	28.35
1	72	16.82
1	73	14
1	74	24.66
1	75	34.88
1	76	18.56
1	77	35.28
1	78	9.22
1	79	26.06
1	80	18.54
1	81	30.37
1	82	30.31
1	83	36.91
1	84	18.69
1	85	26.7
1	86	42.88
1	87	55.44
1	88	46.09
1	89	13.38
1	90	18.35
1	91	12.25
1	92	43.04
1	93	60.83
1	94	52.91
1	95	21.16
1	96	47.17
1	97	12.81
1	98	18.41
1	99	22.98
1	100	18.68
1	101	18.28
1	102	26.54
1	103	24.78
1	104	35.49
1	105	35.28
1	106	15.52
1	107	48.42
1	108	16.87
1	109	17.28
1	110	54.34
1	111	18.15
1	112	9.41
1	113	36.65
1	114	18.45
1	115	18.6
1	116	36.29
1	117	14.65
1	118	42.71
1	119	9.97
1	120	31.51
1	121	36.18
1	122	28.69
1	123	16.54
1	124	12.07
1	125	9.01
1	126	30.98
1	127	18.3
1	128	19.81
1	129	7.9
1	130	30.1
1	131	15.38
1	132	19.37
1	133	18.08
1	134	13.45
1	135	33.6
1	136	14.61
1	137	25.82
1	138	34.59
1	139	26.53
1	140	26.94
1	141	30.97
1	142	31.12
1	143	12.18
1	144	17.77
1	145	17.23
1	146	19.42
1	147	27.5
1	148	12.94
1	149	14.18
1	150	15.29
1	151	17.51
1	152	31.29
1	153	13.98
1	154	37.62
1	155	9.11
1	156	16.95
1	157	11.78
1	158	25.59
1	159	29.56
1	160	8.7
1	161	37.02
1	162	17.38
1	163	14.58
1	164	62.74
1	165	38.16
1	166	24.41
1	167	29.87
1	168	37.9
1	169	23.38
1	170	45.41
1	171	28.95
1	172	20.13
1	173	38.06
1	174	34.37
1	175	12.93
1	176	26.98
1	177	30.84
1	178	60.03
1	179	20.51
1	180	16.5
1	181	35.72
1	182	28.81
1	183	38.57
1	184	24.57
1	185	12.58
1	186	17.05
1	187	19.61
1	188	36.78
1	189	20.59
1	190	37.73
1	191	19.66
1	192	19.18
1	193	26.14
1	194	30.44
1	195	49.54
1	196	24.84
1	197	14.35
1	198	17.35
1	199	13.97
1	200	13.72
1	201	31.45
1	202	9.9
1	203	27.93
1	204	24.36
1	205	21.38
1	206	17.71
1	207	16.74
1	208	33.4
1	209	27.9
1	210	15.74
1	211	28.03
1	212	26.83
1	213	13.82
1	214	12.78
1	215	12.71
1	216	14.22
1	217	18.31
1	218	40.48
1	219	8.86
1	220	20.65
1	221	13.31
1	222	24.29
1	223	36.85
1	224	24.11
1	225	18.48
1	226	20.19
1	227	37.19
1	228	33.28
1	229	27.06
1	230	8.77
1	231	34.49
1	232	13.16
1	233	19.33
1	234	17.6
1	235	37.72
1	236	49.29
1	237	16.01
1	238	15.04
1	239	20.52
1	240	34.61
1	241	19.76
1	242	37.96
1	243	28.73
1	244	36.86
1	245	29.37
1	246	23.43
1	247	37.2
1	248	12.86
1	249	22.15
1	250	40.85
1	251	28.28
1	252	33.49
1	253	12.59
1	254	18.24
1	255	7.33
1	256	36.77
1	257	16.2
1	258	14.89
1	259	11.14
1	260	22.4
1	261	12.94
1	262	13.9
1	263	12.85
1	264	14.75
1	265	47.33
1	266	24.08
1	267	39.83
1	268	20.63
1	269	45.05
1	270	60.45
1	271	15.25
1	272	21.83
1	273	38.7
1	274	42.65
1	275	19.7
1	276	28.61
1	277	37.8
1	278	4.95
1	279	19.49
1	280	15.06
1	281	16.57
1	282	41.87
1	283	21.97
1	284	43.24
1	285	13.35
1	286	42.27
1	287	12.38
1	288	41.88
1	289	33.83
1	290	39.73
1	291	14.21
1	292	40.16
1	293	41.95
1	294	17.14
1	295	21.29
1	296	16.61
1	297	25.08
1	298	20.01
1	299	17.69
1	300	31.34
1	301	14.68
1	302	18.1
1	303	16.85
1	304	28.23
1	305	17.66
1	306	18.4
1	307	25.24
1	308	20.01
1	309	40.42
1	310	21.36
1	311	43.11
1	312	22.83
1	313	14.62
1	314	15.28
1	315	15.37
1	316	43.92
1	317	23.36
1	318	21.07
1	319	41.63
1	320	9.34
1	321	12.45
1	322	47.23
1	323	38.43
1	324	24.02
1	325	22.13
1	326	35.27
1	327	12.08
1	328	12.37
1	329	33.25
1	330	33.47
1	331	23.68
1	332	51.01
1	333	29.34
1	334	32.71
1	335	38.55
1	336	11.11
1	337	31.43
1	338	15.1
1	339	26.07
1	340	30.57
1	341	32.63
1	342	29.16
1	343	9.73
1	344	35
1	345	10.4
1	346	17.69
1	347	22.24
1	348	23.18
1	349	10.75
1	350	21.2
2	1	18.16
2	2	0
2	3	28.9
2	4	12.96
2	5	17.14
2	6	18
2	7	10.91
2	8	11.38
2	9	7.78
2	10	22.66
2	11	42.46
2	12	24.34
2	13	27.19
2	14	4.91
2	15	15.13
2	16	6.34
2	17	26.96
2	18	32.67
2	19	28.24
2	20	25.6
2	21	23.94
2	22	46.34
2	23	9.72
2	24	17.7
2	25	22.53
2	26	24.88
2	27	31.25
2	28	10.11
2	29	19.92
2	30	48.5
2	31	23.53
2	32	3.91
2	33	11.34
2	34	40.18
2	35	8.49
2	36	11.15
2	37	13.5
2	38	47.09
2	39	27.28
2	40	15.75
2	41	14.83
2	42	10.52
2	43	6.57
2	44	7.18
2	45	13.16
2	46	13.35
2	47	11.63
2	48	27.15
2	49	11.37
2	50	5.79
2	51	15.44
2	52	8.6
2	53	18.49
2	54	13.4
2	55	12.2
2	56	18.2
2	57	11.04
2	58	28.11
2	59	9.62
2	60	8.2
2	61	11.61
2	62	12.62
2	63	22.95
2	64	7.27
2	65	18.95
2	66	41.29
2	67	14.89
2	68	37.51
2	69	5.84
2	70	5.37
2	71	19.96
2	72	30.63
2	73	9.42
2	74	12.77
2	75	29.18
2	76	6.15
2	77	36.44
2	78	11.47
2	79	13.14
2	80	10.31
2	81	21.84
2	82	25.71
2	83	30.26
2	84	24.21
2	85	17.76
2	86	40.24
2	87	49.99
2	88	39.54
2	89	9.04
2	90	7.08
2	91	21.51
2	92	40.22
2	93	54.1
2	94	45.03
2	95	14
2	96	37.76
2	97	12.11
2	98	10.72
2	99	11.56
2	100	15.32
2	101	28.64
2	102	15.63
2	103	26.65
2	104	30.98
2	105	31.64
2	106	20.15
2	107	42.28
2	108	6.86
2	109	4.65
2	110	46.74
2	111	6.96
2	112	12.48
2	113	36.42
2	114	7.21
2	115	8.05
2	116	35.16
2	117	20.3
2	118	38.14
2	119	9.11
2	120	23.96
2	121	34.26
2	122	19.58
2	123	10.62
2	124	13.14
2	125	16.28
2	126	21.66
2	127	6.86
2	128	10.94
2	129	18.09
2	130	23.78
2	131	20.68
2	132	15.73
2	133	3.82
2	134	9.71
2	135	26.1
2	136	6.16
2	137	16.55
2	138	28.54
2	139	18.29
2	140	17.66
2	141	30.5
2	142	27.16
2	143	11.19
2	144	14.47
2	145	24.24
2	146	24.46
2	147	17.9
2	148	7.14
2	149	8.15
2	150	7.98
2	151	12.76
2	152	23.37
2	153	18.59
2	154	31.7
2	155	11.46
2	156	6.39
2	157	14.91
2	158	27.25
2	159	25.28
2	160	20.41
2	161	29.58
2	162	2.8
2	163	15.79
2	164	54.99
2	165	32.61
2	166	15.63
2	167	18.66
2	168	30.22
2	169	29.3
2	170	40.95
2	171	18.22
2	172	14.7
2	173	31.81
2	174	24.41
2	175	9.25
2	176	24.91
2	177	25.16
2	178	52.57
2	179	21.64
2	180	21.29
2	181	29.64
2	182	27.3
2	183	30.58
2	184	33.51
2	185	8.78
2	186	6.82
2	187	7.32
2	188	28.38
2	189	10.2
2	190	29.71
2	191	13.6
2	192	29.03
2	193	27.26
2	194	33.99
2	195	43.79
2	196	20.58
2	197	5.81
2	198	7.55
2	199	8.04
2	200	20.05
2	201	30
2	202	17.26
2	203	20.76
2	204	23.89
2	205	26.78
2	206	25.03
2	207	10.13
2	208	25.99
2	209	31.5
2	210	8.32
2	211	17.46
2	212	18.89
2	213	18.88
