250	25
1	1	0
1	2	45.52
1	3	21.72
1	4	11.67
1	5	79.04
1	6	34.07
1	7	70.98
1	8	55.24
1	9	41.01
1	10	56.09
1	11	41.25
1	12	46.07
1	13	60.16
1	14	51.3
1	15	29.82
1	16	57.87
1	17	59.99
1	18	42.62
1	19	56.72
1	20	38.02
1	21	38.73
1	22	16.62
1	23	36.38
1	24	32.01
1	25	63.64
1	26	59.76
1	27	63.84
1	28	44.2
1	29	32.5
1	30	20.41
1	31	29.66
1	32	75.8
1	33	16.98
1	34	34.42
1	35	40.6
1	36	79.24
1	37	5.52
1	38	60.68
1	39	40.11
1	40	51.31
1	41	28.65
1	42	17.35
1	43	6.61
1	44	45.78
1	45	45.09
1	46	34.13
1	47	49.55
1	48	47.6
1	49	10.8
1	50	11.19
1	51	28.71
1	52	41.06
1	53	79.26
1	54	64.91
1	55	74.12
1	56	50.55
1	57	50.44
1	58	44.43
1	59	53.19
1	60	6.28
1	61	9.75
1	62	33.29
1	63	52.86
1	64	16
1	65	67.85
1	66	80.2
1	67	39.96
1	68	24.19
1	69	9.1
1	70	39
1	71	14.27
1	72	30.14
1	73	62.76
1	74	12.42
1	75	50.31
1	76	74.03
1	77	18.23
1	78	62.96
1	79	53.96
1	80	50.15
1	81	63.27
1	82	46.51
1	83	38.74
1	84	38.09
1	85	50.21
1	86	77.07
1	87	64.8
1	88	34.4
1	89	31.73
1	90	43.39
1	91	19.86
1	92	49.58
1	93	35.31
1	94	38.18
1	95	39.08
1	96	9.53
1	97	56.58
1	98	60.31
1	99	46.8
1	100	34.97
1	101	77.3
1	102	33.5
1	103	19.18
1	104	42.74
1	105	67.33
1	106	60.24
1	107	41.53
1	108	54.57
1	109	22.79
1	110	65.11
1	111	19.67
1	112	54.42
1	113	42.76
1	114	59.28
1	115	41.66
1	116	40.86
1	117	81.21
1	118	48.3
1	119	17.33
1	120	6.62
1	121	58.28
1	122	18.38
1	123	40.84
1	124	72.1
1	125	40.34
1	126	77.7
1	127	34.36
1	128	37.7
1	129	32.45
1	130	33.48
1	131	24.76
1	132	44.11
1	133	26.85
1	134	6.91
1	135	57.53
1	136	62.33
1	137	32.82
1	138	26.68
1	139	33.29
1	140	25.37
1	141	47.21
1	142	53.83
1	143	39.64
1	144	36.41
1	145	73.61
1	146	49.59
1	147	35.47
1	148	67.28
1	149	70.65
1	150	46.48
1	151	29.73
1	152	49.88
1	153	63.99
1	154	8.38
1	155	78.19
1	156	68.25
1	157	75.35
1	158	47.31
1	159	41.05
1	160	61.31
1	161	52.99
1	162	27.45
1	163	18.19
1	164	32.33
1	165	16.84
1	166	34.64
1	167	41.06
1	168	82.26
1	169	9.68
1	170	42.85
1	171	37.48
1	172	41.02
1	173	40
1	174	34.24
1	175	36.85
1	176	32.9
1	177	40.93
1	178	49.71
1	179	24.9
1	180	34.26
1	181	15.78
1	182	37.22
1	183	70.13
1	184	35.16
1	185	56.94
1	186	27.38
1	187	30.25
1	188	35.52
1	189	30.11
1	190	16.61
1	191	15.89
1	192	42.15
1	193	47.79
1	194	68.69
1	195	14.58
1	196	44.61
1	197	76.77
1	198	38.2
1	199	42.94
1	200	75.43
1	201	35.59
1	202	17.43
1	203	8.4
1	204	69.93
1	205	38.48
1	206	29.5
1	207	48.6
1	208	50.44
1	209	15.6
1	210	62.66
1	211	18.06
1	212	54.39
1	213	61.54
1	214	16.39
1	215	65.08
1	216	80.07
1	217	20.27
1	218	42.17
1	219	31.56
1	220	21.3
1	221	16.49
1	222	46.84
1	223	6.39
1	224	19.73
1	225	62.08
1	226	21.05
1	227	24.39
1	228	54.34
1	229	57.88
1	230	33
1	231	37.81
1	232	66.19
1	233	53.44
1	234	27.32
1	235	51.45
1	236	35.79
1	237	60.14
1	238	23.03
1	239	35.35
1	240	37.54
1	241	25.82
1	242	40.63
1	243	24.64
1	244	20.98
1	245	37.46
1	246	30.94
1	247	46.63
1	248	37.51
1	249	35.93
1	250	37.53
2	1	45.52
2	2	0
2	3	24.52
2	4	39.21
2	5	34.89
2	6	17.06
2	7	27.33
2	8	12.37
2	9	12.03
2	10	26.6
2	11	8.46
2	12	7.07
2	13	17.72
2	14	18.95
2	15	18.87
2	16	17.21
2	17	17.77
2	18	5.41
2	19	13.12
2	20	17.67
2	21	7.25
2	22	29.99
2	23	9.73
2	24	19.58
2	25	19.85
2	26	19.96
2	27	21.38
2	28	27.82
2	29	13.48
2	30	25.6
2	31	16.44
2	32	31.53
2	33	33.39
2	34	22.26
2	35	6.22
2	36	36.23
2	37	46.72
2	38	19.93
2	39	9.41
2	40	16.47
2	41	17.78
2	42	34.18
2	43	41.05
2	44	16.08
2	45	8.31
2	46	25.53
2	47	11.75
2	48	8.44
2	49	37.4
2	50	35.19
2	51	30.5
2	52	8.37
2	53	36.11
2	54	22.28
2	55	31.4
2	56	9.16
2	57	22.39
2	58	29.15
2	59	17.51
2	60	40.5
2	61	39.3
2	62	13.19
2	63	8.87
2	64	32.63
2	65	27.6
2	66	36.67
2	67	7.46
2	68	28.73
2	69	38.38
2	70	10.51
2	71	32.31
2	72	16.4
2	73	21.98
2	74	34.34
2	75	10.27
2	76	33.02
2	77	35.81
2	78	21.17
2	79	15.56
2	80	8.21
2	81	20.96
2	82	5.93
2	83	7.83
2	84	8.98
2	85	24.5
2	86	34.88
2	87	21.11
2	88	15.91
2	89	16.1
2	90	31.19
2	91	35.13
2	92	9.59
2	93	14.76
2	94	8.64
2	95	12.18
2	96	49.88
2	97	28.39
2	98	18.05
2	99	18.48
2	100	21.53
2	101	33.67
2	102	13.34
2	103	29.14
2	104	6
2	105	27.39
2	106	16.73
2	107	20.69
2	108	11.19
2	109	27.05
2	110	25.72
2	111	33.99
2	112	13.16
2	113	7.38
2	114	15.03
2	115	9.59
2	116	6.51
2	117	38.09
2	118	19.83
2	119	31.19
2	120	41.15
2	121	29.9
2	122	27.77
2	123	5.74
2	124	29.06
2	125	35.66
2	126	33.72
2	127	12.04
2	128	31.01
2	129	32.62
2	130	13.11
2	131	21.68
2	132	5.24
2	133	23.7
2	134	41.47
2	135	15.11
2	136	18.88
2	137	13.29
2	138	19.09
2	139	16.34
2	140	20.73
2	141	12.37
2	142	9.52
2	143	13.79
2	144	20.7
2	145	30.63
2	146	6.2
2	147	14.08
