350	35
1	1	0
1	2	15.6
1	3	48.16
1	4	7.25
1	5	41.44
1	6	27.39
1	7	53.02
1	8	22.7
1	9	23.78
1	10	26.29
1	11	36.77
1	12	41
1	13	41.3
1	14	9.36
1	15	14.71
1	16	13.75
1	17	59.39
1	18	44.8
1	19	39.48
1	20	20.49
1	21	15.04
1	22	42.02
1	23	35.8
1	24	4.99
1	25	35.56
1	26	30.09
1	27	33.54
1	28	20.98
1	29	14.9
1	30	59.48
1	31	13.21
1	32	35.06
1	33	23.95
1	34	22.4
1	35	39.23
1	36	45.41
1	37	39.44
1	38	22.32
1	39	52.99
1	40	54.42
1	41	13.68
1	42	35.14
1	43	26.09
1	44	7.15
1	45	39.92
1	46	6.66
1	47	4.58
1	48	70.03
1	49	23.9
1	50	22.26
1	51	19.6
1	52	7.28
1	53	12.83
1	54	43.45
1	55	22.28
1	56	33.48
1	57	36.9
1	58	61.72
1	59	8
1	60	23.43
1	61	13.07
1	62	7.72
1	63	11.26
1	64	47.33
1	65	24.75
1	66	18.79
1	67	14.32
1	68	20.89
1	69	12.64
1	70	8.26
1	71	50.37
1	72	10.47
1	73	23.96
1	74	41.01
1	75	6.19
1	76	22.62
1	77	54.89
1	78	21.81
1	79	56.17
1	80	7
1	81	67.86
1	82	16.66
1	83	14.64
1	84	14.44
1	85	12.06
1	86	24.57
1	87	15.97
1	88	19.64
1	89	7.27
1	90	61.83
1	91	42.65
1	92	39.78
1	93	49.39
1	94	49.16
1	95	12.69
1	96	45.51
1	97	53.19
1	98	24.14
1	99	15.35
1	100	27.52
1	101	14.01
1	102	31.66
1	103	17.42
1	104	64.2
1	105	14.55
1	106	4.96
1	107	16.1
1	108	15.26
1	109	10.91
1	110	36.9
1	111	17.49
1	112	8.52
1	113	20.69
1	114	43.18
1	115	41.86
1	116	34.26
1	117	42.48
1	118	18.3
1	119	49.45
1	120	11.19
1	121	8.87
1	122	26.13
1	123	13.18
1	124	21.41
1	125	25.17
1	126	61.6
1	127	34.24
1	128	38.54
1	129	22.04
1	130	5.64
1	131	40.36
1	132	29.65
1	133	6.1
1	134	42.21
1	135	16.7
1	136	16.73
1	137	33.76
1	138	42.58
1	139	35.38
1	140	41.79
1	141	12
1	142	18.48
1	143	13.06
1	144	49.03
1	145	15.37
1	146	34.37
1	147	26.47
1	148	33.47
1	149	46.4
1	150	60.02
1	151	5.87
1	152	50.03
1	153	13.47
1	154	44.73
1	155	30.69
1	156	10.46
1	157	20.57
1	158	25.37
1	159	30.16
1	160	47.31
1	161	33.93
1	162	28.54
1	163	9.37
1	164	41.71
1	165	41.88
1	166	24.86
1	167	4.85
1	168	34.97
1	169	17.47
1	170	19.36
1	171	32.66
1	172	52.05
1	173	27.37
1	174	12.11
1	175	26.4
1	176	47.04
1	177	25.96
1	178	60.17
1	179	36.28
1	180	27.04
1	181	13.55
1	182	47.45
1	183	53.68
1	184	33.24
1	185	34.41
1	186	61.14
1	187	32.74
1	188	34.09
1	189	10.64
1	190	11.21
1	191	11.55
1	192	11.37
1	193	59.45
1	194	46.28
1	195	46.61
1	196	37.7
1	197	10.34
1	198	12.95
1	199	57.19
1	200	23.19
1	201	12.25
1	202	30.14
1	203	35.6
1	204	7
1	205	35.59
1	206	34.63
1	207	30.58
1	208	20.51
1	209	54.4
1	210	26.81
1	211	49.59
1	212	28.74
1	213	26.29
1	214	37.56
1	215	23.46
1	216	33.35
1	217	38.8
1	218	12.54
1	219	13.01
1	220	64.73
1	221	17.65
1	222	15.41
1	223	8.9
1	224	15.35
1	225	47.69
1	226	32.39
1	227	32.6
1	228	32.04
1	229	57.76
1	230	12.88
1	231	23.38
1	232	19.11
1	233	26.43
1	234	17.15
1	235	38.35
1	236	10.35
1	237	60.21
1	238	50.7
1	239	20.8
1	240	44.88
1	241	35.1
1	242	37.02
1	243	16.6
1	244	30.42
1	245	57.68
1	246	25.59
1	247	24.7
1	248	8.46
1	249	24.77
1	250	49.75
1	251	26.87
1	252	13.14
1	253	39.82
1	254	50.53
1	255	19.63
1	256	21.59
1	257	24.21
1	258	18.45
1	259	31
1	260	39.42
1	261	34.83
1	262	15
1	263	50.95
1	264	11.53
1	265	28.26
1	266	25.61
1	267	8.9
1	268	57.22
1	269	18.82
1	270	21.52
1	271	14.05
1	272	59.24
1	273	15.95
1	274	8.26
1	275	21.99
1	276	26.85
1	277	23.99
1	278	36.99
1	279	45.25
1	280	41.83
1	281	53.35
1	282	31.68
1	283	21.42
