250	25
1	1	0
1	2	23.43
1	3	5.23
1	4	17.55
1	5	23.24
1	6	19.11
1	7	33.69
1	8	26.69
1	9	52.38
1	10	18.96
1	11	32.86
1	12	40.84
1	13	22.06
1	14	29.14
1	15	13.71
1	16	30.14
1	17	16.11
1	18	15.04
1	19	33.37
1	20	10.99
1	21	7.52
1	22	17.48
1	23	9.99
1	24	38.52
1	25	20.55
1	26	8.21
1	27	13.01
1	28	10.11
1	29	25.28
1	30	18.93
1	31	4.55
1	32	27.92
1	33	4.3
1	34	21.63
1	35	11.93
1	36	11.49
1	37	33.72
1	38	22.79
1	39	24.01
1	40	44.57
1	41	19.41
1	42	20.72
1	43	4.64
1	44	42.13
1	45	53.37
1	46	18.51
1	47	17.71
1	48	27.13
1	49	11.02
1	50	25.52
1	51	20.44
1	52	23.14
1	53	13.11
1	54	26.81
1	55	36.62
1	56	7.39
1	57	32
1	58	26.97
1	59	19.88
1	60	9.92
1	61	6.19
1	62	50.17
1	63	22.06
1	64	10.91
1	65	25.04
1	66	4.34
1	67	19.64
1	68	6.4
1	69	20.23
1	70	23.66
1	71	10.48
1	72	10.47
1	73	34.77
1	74	34.07
1	75	21.76
1	76	43.32
1	77	26.51
1	78	7.84
1	79	14.12
1	80	25.58
1	81	21.97
1	82	33.37
1	83	15.92
1	84	13.2
1	85	13.46
1	86	8.67
1	87	13.71
1	88	41.32
1	89	17.9
1	90	15.94
1	91	47.44
1	92	10.16
1	93	25.57
1	94	44.98
1	95	12.04
1	96	10.42
1	97	33.1
1	98	7.1
1	99	14.17
1	100	10.86
1	101	11.12
1	102	12.96
1	103	10.09
1	104	24.73
1	105	22.36
1	106	23.92
1	107	31.13
1	108	28.9
1	109	10.35
1	110	24.11
1	111	43.91
1	112	39.74
1	113	14.4
1	114	54.07
1	115	10.18
1	116	11.16
1	117	20.37
1	118	41.95
1	119	42.86
1	120	5.05
1	121	36.96
1	122	51.06
1	123	7.21
1	124	31.1
1	125	38.15
1	126	16.31
1	127	5.59
1	128	16.17
1	129	38.64
1	130	9.86
1	131	10.93
1	132	15.68
1	133	13.61
1	134	7.92
1	135	4.71
1	136	48.16
1	137	8
1	138	12.67
1	139	20.03
1	140	31.16
1	141	26.22
1	142	10.3
1	143	35.34
1	144	40.18
1	145	30.1
1	146	40.75
1	147	18.29
1	148	13.2
1	149	41.69
1	150	14.63
1	151	49.5
1	152	8.05
1	153	6.42
1	154	26.08
1	155	43.47
1	156	10.54
1	157	19.21
1	158	22.12
1	159	54.01
1	160	5.67
1	161	33.85
1	162	45.18
1	163	15.15
1	164	32.44
1	165	33.23
1	166	14.34
1	167	30.94
1	168	5.14
1	169	29.39
1	170	3.69
1	171	38.88
1	172	9.17
1	173	8.02
1	174	11.15
1	175	30.99
1	176	15.74
1	177	41.68
1	178	15.52
1	179	6.34
1	180	4.09
1	181	11.03
1	182	12.43
1	183	4.41
1	184	7.18
1	185	13.48
1	186	7.12
1	187	53.12
1	188	10.3
1	189	14.75
1	190	15.44
1	191	7.86
1	192	15.66
1	193	14.81
1	194	14.44
1	195	28.74
1	196	47.13
1	197	20.37
1	198	16.09
1	199	16.65
1	200	9.08
1	201	22.68
1	202	6.21
1	203	7.56
1	204	11.35
1	205	39.63
1	206	45.99
1	207	20.16
1	208	9.23
1	209	9.95
1	210	19.21
1	211	14.49
1	212	13.05
1	213	28.67
1	214	49.26
1	215	55.33
1	216	26.93
1	217	27.99
1	218	17.69
1	219	6.79
1	220	41.76
1	221	5.27
1	222	14.53
1	223	21.26
1	224	25.01
1	225	46.31
1	226	42.51
1	227	11.4
1	228	46.39
1	229	51.77
1	230	10.71
1	231	16.32
1	232	4.27
1	233	7.64
1	234	7.55
1	235	24.82
1	236	39.72
1	237	13.52
1	238	28.95
1	239	19.92
1	240	22.87
1	241	44.24
1	242	15.57
1	243	26.39
1	244	25.77
1	245	10.21
1	246	31.29
1	247	15.04
1	248	5.66
1	249	50.54
1	250	4.97
2	1	23.43
2	2	0
2	3	22.61
2	4	39.64
2	5	45.98
2	6	41.8
2	7	55.44
2	8	39.19
2	9	74.5
2	10	41.31
2	11	55.14
2	12	63.23
2	13	11.92
2	14	51.59
2	15	22.3
2	16	11.84
2	17	25.05
2	18	16.65
2	19	53.4
2	20	27.04
2	21	24.56
2	22	39.94
2	23	14.65
2	24	61.25
2	25	43.13
2	26	17.99
2	27	35.55
2	28	14.78
2	29	47.23
2	30	21.93
2	31	22.46
2	32	11.32
2	33	26.69
2	34	44
2	35	18.49
2	36	19.21
2	37	56.02
2	38	33.1
2	39	46.25
2	40	66.9
2	41	42.12
2	42	28.18
2	43	25.51
2	44	64.74
2	45	75.66
2	46	19.57
2	47	39.22
2	48	49.56
2	49	14.1
2	50	48.04
2	51	40.64
2	52	45.87
2	53	34.81
2	54	10.02
2	55	58.61
2	56	23.51
2	57	54.48
2	58	8.65
2	59	38.86
2	60	14.44
2	61	24.85
2	62	72.55
2	63	5.02
2	64	14.82
2	65	47.33
2	66	26.95
2	67	6.57
2	68	26.84
2	69	42.79
2	70	45.67
2	71	31.69
2	72	31.38
2	73	57.21
2	74	56.08
2	75	24.99
2	76	64.02
2	77	48.89
2	78	30.23
2	79	25.91
2	80	47.8
2	81	38.55
2	82	54.37
2	83	37.72
2	84	12.15
2	85	36.23
2	86	27.64
2	87	10.59
2	88	63.38
2	89	9.89
2	90	38.21
2	91	69.17
2	92	14.17
2	93	46.63
2	94	67.36
2	95	34.26
2	96	29.89
2	97	55.47
2	98	19.11
2	99	16.25
2	100	32.78
2	101	32.69
2	102	34.66
2	103	14.95
2	104	47.47
2	105	34.8
2	106	46.22
2	107	53.6
2	108	40.78
2	109	33.08
2	110	46.42
2	111	66.18
2	112	62.34
2	113	11.54
2	114	76.45
2	115	31.85
2	116	27.31
2	117	42.81
2	118	64.51
2	119	64.76
2	120	26.9
2	121	59.5
2	122	73.2
2	123	28.49
2	124	53.27
2	125	60.75
2	126	38.91
2	127	21.98
2	128	37.96
2	129	61.31
2	130	14.79
2	131	33.78
2	132	9.48
2	133	33.55
2	134	20.51
2	135	21.57
2	136	70.03
2	137	22.16
2	138	34.61
2	139	42.04
2	140	53.34
2	141	48.03
2	142	14.96
2	143	55.17
2	144	62.5
2	145	49.96
2	146	63.45
2	147	40.42
2	148	30.38
2	149	63.81
2	150	37.29
2	151	71.77
2	152	18.46
2	153	23.61
2	154	6.12
2	155	66
2	156	21.5
2	157	30.2
2	158	44.57
2	159	76.3
2	160	25.45
2	161	51.19
2	162	67.48
2	163	9.94
2	164	55.26
2	165	55.82
2	166	36.04
2	167	46.35
2	168	21.28
2	169	50.12
2	170	25.58
2	171	60.86
2	172	16.11
2	173	26.9
2	174	18.37
2	175	53.6
2	176	12.97
2	177	62.2
