350	35
1	1	0
1	2	29.2
1	3	16.84
1	4	24.59
1	5	38.1
1	6	23.79
1	7	42.61
1	8	27.18
1	9	33.64
1	10	17
1	11	24.04
1	12	19.23
1	13	23.18
1	14	17.87
1	15	14.85
1	16	37.57
1	17	47.29
1	18	44.83
1	19	48.98
1	20	28.04
1	21	20.38
1	22	19.18
1	23	20.06
1	24	19.22
1	25	36.26
1	26	31.57
1	27	28.6
1	28	17.84
1	29	25.36
1	30	31.12
1	31	37.81
1	32	9.91
1	33	25.92
1	34	26.36
1	35	11.94
1	36	41.05
1	37	32.09
1	38	43.77
1	39	39.27
1	40	27.13
1	41	13.84
1	42	32
1	43	31.73
1	44	22.3
1	45	23.92
1	46	21.98
1	47	22.92
1	48	27.38
1	49	29.18
1	50	17.46
1	51	36.34
1	52	19.72
1	53	34.67
1	54	14.27
1	55	21.95
1	56	12
1	57	17.74
1	58	42.13
1	59	22.58
1	60	25.39
1	61	20.13
1	62	36.3
1	63	12.85
1	64	25.36
1	65	21.6
1	66	26.39
1	67	14.26
1	68	26.35
1	69	24.62
1	70	24.38
1	71	21.9
1	72	16.48
1	73	27.05
1	74	33.76
1	75	11.96
1	76	37.8
1	77	30.09
1	78	19.4
1	79	20.07
1	80	19.05
1	81	21.33
1	82	25.22
1	83	16.83
1	84	14.78
1	85	24.23
1	86	17.07
1	87	25.71
1	88	30.87
1	89	24.72
1	90	16.91
1	91	9.43
1	92	32.32
1	93	23.26
1	94	10.1
1	95	47.02
1	96	18.19
1	97	34.14
1	98	22.79
1	99	31.95
1	100	23.21
1	101	23.93
1	102	24.12
1	103	40.94
1	104	26.36
1	105	23.37
1	106	22.97
1	107	12.78
1	108	18.37
1	109	28.88
1	110	19.74
1	111	28.29
1	112	23.53
1	113	27.85
1	114	22.31
1	115	25.13
1	116	26.64
1	117	32.01
1	118	31.05
1	119	17.17
1	120	27.03
1	121	16.19
1	122	25.89
1	123	14.1
1	124	22.51
1	125	18.62
1	126	23.8
1	127	22.05
1	128	37.32
1	129	17.46
1	130	20.37
1	131	22.09
1	132	25.71
1	133	16.32
1	134	20.58
1	135	30.05
1	136	25.51
1	137	22.27
1	138	20.91
1	139	36.08
1	140	22.97
1	141	26.09
1	142	23.97
1	143	16.03
1	144	27.99
1	145	13.2
1	146	30.04
1	147	37.99
1	148	13.98
1	149	44.18
1	150	28.75
1	151	20.58
1	152	31.94
1	153	30.45
1	154	15.39
1	155	22.5
1	156	21.99
1	157	18.82
1	158	29.03
1	159	20.53
1	160	20.7
1	161	22.22
1	162	24.6
1	163	12.58
1	164	31.51
1	165	36.69
1	166	42.16
1	167	10.78
1	168	18.84
1	169	26.31
1	170	24.9
1	171	15.42
1	172	22.92
1	173	35.65
1	174	17.21
1	175	25.71
1	176	27.73
1	177	29.1
1	178	18.4
1	179	37.31
1	180	14.25
1	181	19.56
1	182	33.32
1	183	18.79
1	184	30.43
1	185	38.47
1	186	33.98
1	187	32.47
1	188	30.07
1	189	11.22
1	190	29.23
1	191	21.87
1	192	28.66
1	193	26.12
1	194	31.93
1	195	24.08
1	196	21.07
1	197	27.72
1	198	22.25
1	199	22.45
1	200	26.46
1	201	15.37
1	202	22.54
1	203	20.25
1	204	19.05
1	205	22.21
1	206	14.83
1	207	18.3
1	208	24.26
1	209	22.37
1	210	15.04
1	211	29.59
1	212	24.55
1	213	26.73
1	214	21.28
1	215	29.02
1	216	18.1
1	217	41.63
1	218	20.55
1	219	21.25
1	220	23.92
1	221	35.04
1	222	28.17
1	223	20.94
1	224	44.7
1	225	16.88
1	226	30.7
1	227	18.25
1	228	20.41
1	229	22.54
1	230	22.05
1	231	24.56
1	232	32.56
1	233	20.32
1	234	20.08
1	235	22.38
1	236	22.71
1	237	30.05
1	238	17.06
1	239	28.57
1	240	24.54
1	241	29.47
1	242	19.09
1	243	49.39
1	244	33.96
1	245	24.78
1	246	28.21
1	247	25.47
1	248	23.77
1	249	38.09
1	250	34.14
1	251	18.8
1	252	50.23
1	253	33.71
1	254	27.6
1	255	20.81
1	256	33.3
1	257	35.43
1	258	25.38
1	259	17.98
1	260	17.73
1	261	16.22
1	262	19.27
1	263	24.81
1	264	31.66
1	265	25.88
1	266	36.98
1	267	25.97
1	268	14.2
1	269	24.2
1	270	28.13
1	271	26.29
1	272	15.63
1	273	45.53
1	274	22.33
1	275	15.86
1	276	26.72
1	277	48.07
1	278	23
1	279	16.8
1	280	17.82
1	281	14.35
1	282	29.34
1	283	50.4
1	284	34.52
1	285	37.32
1	286	21.1
1	287	22.02
1	288	25.7
1	289	23.54
1	290	23.28
1	291	26.48
1	292	16.53
1	293	21.5
1	294	35.64
1	295	19.62
1	296	22.02
1	297	18.59
1	298	15.81
1	299	21.24
1	300	27
1	301	25.76
1	302	22.25
1	303	20.89
1	304	23.72
1	305	17.19
1	306	26.42
1	307	22.73
1	308	24.7
1	309	28.14
1	310	22.84
1	311	28.49
1	312	20.19
1	313	13.6
1	314	29.96
1	315	40.21
1	316	11.56
1	317	24.74
1	318	47.26
1	319	19.17
1	320	38.31
1	321	24.94
1	322	30.68
1	323	10.44
1	324	20.61
1	325	33.58
1	326	25.44
1	327	21.84
1	328	26.27
1	329	17.52
1	330	25.69
1	331	32.66
1	332	25.88
1	333	27.65
1	334	17.4
1	335	32.3
1	336	25.18
1	337	17.65
1	338	25.87
1	339	24.45
1	340	22.05
1	341	23.59
1	342	12.44
1	343	23.8
1	344	31.62
1	345	25.33
1	346	39.44
1	347	22.9
1	348	20.41
1	349	27.28
1	350	40.19
2	1	29.2
2	2	0
2	3	15.53
2	4	33.81
2	5	11.35
2	6	33.13
2	7	65.78
2	8	51.32
2	9	57.34
2	10	25.24
2	11	39.33
2	12	30.61
2	13	11.79
2	14	19.81
2	15	24.06
2	16	12.17
2	17	71.06
2	18	68.91
2	19	72.7
2	20	48.14
2	21	40.59
2	22	32.99
2	23	25.01
2	24	29.72
2	25	11.33
2	26	8.17
2	27	51.69
2	28	20.32
2	29	13.85
2	30	9.71
2	31	12.95
2	32	27.98
2	33	7.49
2	34	36.67
2	35	27.38
2	36	63.75
2	37	55.08
2	38	67.79
2	39	62.11
2	40	12.79
2	41	33.75
2	42	54.74
2	43	51.35
2	44	20.05
2	45	48.31
2	46	23.69
2	47	41.56
2	48	42.68
2	49	52.7
2	50	37.8
2	51	11.92
2	52	41.32
2	53	58.32
2	54	36.85
2	55	33.49
2	56	32.88
2	57	30.3
2	58	64.73
2	59	36.93
2	60	25.61
2	61	25.18
2	62	16.72
2	63	39.94
2	64	44.92
2	65	37.43
2	66	52.81
2	67	29.05
2	68	14.25
2	69	36.99
2	70	18.34
2	71	34.43
2	72	31.4
2	73	15.81
2	74	57.27
2	75	21.05
2	76	62.63
2	77	9.81
2	78	25.3
2	79	32.41
2	80	33.87
2	81	26.67
2	82	16.83
2	83	42.36
2	84	17.73
2	85	24.05
2	86	37.17
2	87	21.85
2	88	53.03
2	89	28.12
2	90	23.2
2	91	32.94
2	92	7.41
2	93	20.01
2	94	29.08
2	95	71.91
2	96	27.18
2	97	9.98
2	98	14.09
2	99	56
2	100	49.41
2	101	18.83
2	102	30.95
2	103	63.94
2	104	47.55
2	105	34.26
2	106	37.09
2	107	32.98
2	108	32.04
2	109	45.91
2	110	14.52
2	111	45.67
2	112	39.05
2	113	46.05
2	114	9.94
2	115	9.49
2	116	48.17
2	117	52
2	118	55.54
2	119	37.73
2	120	53.59
2	121	34.67
2	122	45.97
2	123	30.92
2	124	47.89
2	125	36.89
2	126	48.55
2	127	33.09
2	128	58.75
2	129	16.99
2	130	42.6
2	131	32.69
2	132	22.14
2	133	28.35
2	134	33.55
2	135	10.89
2	136	51.92
2	137	45.11
2	138	26.19
2	139	61.66
2	140	33.1
2	141	15.34
2	142	38.29
2	143	34.47
2	144	41.53
2	145	33.56
2	146	53.04
2	147	62.97
2	148	24.55
2	149	69.05
2	150	38.02
2	151	16.1
2	152	7.9
2	153	10.03
2	154	16.82
2	155	16.5
2	156	31.34
2	157	27.27
2	158	51.19
2	159	14.53
2	160	34.44
2	161	24.05
2	162	24.58
2	163	30.67
2	164	15.61
2	165	59.71
2	166	14.36
2	167	26.51
2	168	24.64
2	169	45.29
2	170	30.82
2	171	26.14
2	172	40.06
2	173	60.7
2	174	20.39
2	175	52.97
2	176	9.26
2	177	50.84
2	178	39.24
2	179	60.48
2	180	22.51
2	181	44.33
2	182	56.5
2	183	42.65
2	184	6.96
2	185	62.31
2	186	56.75
2	187	53.55
2	188	32.15
2	189	20.34
2	190	50.6
2	191	16.42
2	192	8.9
2	193	41.08
2	194	56.14
2	195	34.92
2	196	26.57
2	197	51.43
2	198	34.09
2	199	16.29
2	200	42.61
2	201	35.18
2	202	32.62
2	203	27.14
2	204	16.1
2	205	24.08
2	206	19.27
2	207	36.28
2	208	38.24
2	209	11.45
2	210	22.29
2	211	52.3
2	212	10.3
2	213	39.62
2	214	33.22
2	215	13.34
2	216	27.37
2	217	63.88
2	218	39.66
2	219	28.62
2	220	49.18
2	221	57.52
2	222	48.2
2	223	27.64
2	224	69.36
2	225	18.98
2	226	7.88
2	227	30.27
2	228	28.78
2	229	19.3
2	230	39.62
2	231	39.64
2	232	59.16
2	233	21.53
2	234	34.57
2	235	43.22
2	236	36.01
2	237	49.88
2	238	34.05
2	239	7.06
2	240	50.42
2	241	10.57
2	242	33.91
2	243	74.08
2	244	56.92
2	245	20.99
2	246	47.61
2	247	47.08
2	248	25.22
2	249	61.45
2	250	9.43
2	251	46.91
2	252	22.72
2	253	56.09
2	254	48.55
2	255	35.44
2	256	11.16
2	257	16.2
2	258	39.78
2	259	27.19
2	260	16.75
2	261	27.15
2	262	11.49
2	263	49.79
2	264	19.39
2	265	48.35
2	266	11.44
2	267	12.19
2	268	26.75
2	269	31.45
2	270	49.12
2	271	11.86
2	272	23.31
2	273	69.39
2	274	29.48
2	275	20.11
2	276	13.65
2	277	71.66
2	278	33.99
2	279	17.2
2	280	15.22
2	281	26.63
2	282	54.21
2	283	74.39
2	284	9.45
2	285	12.33
2	286	13.88
2	287	33.64
2	288	13.76
2	289	17.35
2	290	38.34
2	291	47.14
2	292	39.24
2	293	40
2	294	57.29
2	295	16.83
2	296	39.12
2	297	19.34
2	298	26.38
2	299	27.43
2	300	43.77
2	301	43.57
2	302	35.78
2	303	27.87
2	304	28.62
2	305	36.61
2	306	8.67
2	307	37.72
2	308	21.84
2	309	6.36
2	310	9.18
2	311	45.55
2	312	17.37
2	313	27.25
2	314	6.62
2	315	61.34
2	316	22.02
2	317	26.94
2	318	19.16
2	319	33.39
2	320	60.71
2	321	32.41
2	322	54.91
2	323	21.56
2	324	32.43
2	325	58.03
2	326	11.6
2	327	10.34
2	328	30.1
2	329	20.67
2	330	13.48
2	331	18.48
2	332	43.64
2	333	40.34
2	334	28.66
2	335	5.39
2	336	16.09
2	337	42.16
2	338	46.98
2	339	17.69
2	340	37.74
2	341	46.68
2	342	24.87
2	343	39.09
2	344	9.97
2	345	39.27
2	346	64.64
2	347	36.09
2	348	13.9
2	349	10.09
2	350	13.95
3	1	16.84
3	2	15.53
3	3	0
3	4	24.38
3	5	23.52
3	6	22.59
3	7	52.64
3	8	39.09
3	9	44.14
3	10	15.06
3	11	27.31
3	12	19.99
3	13	8.96
3	14	11.11
3	15	14.31
3	16	22.37
3	17	58.21
3	18	55.98
3	19	59.93
3	20	35.76
3	21	27.72
3	22	21.75
3	23	14.97
3	24	18.24
3	25	21.87
3	26	16.55
3	27	38.84
3	28	11.86
3	29	11.74
3	30	16.88
3	31	22.51
3	32	19.48
3	33	11.16
3	34	26.29
3	35	16.06
3	36	50.77
3	37	42.23
3	38	54.82
3	39	49.15
3	40	14.36
3	41	21.43
3	42	42.5
3	43	38.81
3	44	13.12
3	45	34.99
3	46	15.5
3	47	29.9
3	48	31.63
3	49	39.78
3	50	25.08
3	51	21.97
3	52	28.81
3	53	45.42
3	54	24.46
3	55	23.11
3	56	19.23
3	57	18.98
3	58	51.89
3	59	25.04
3	60	18.41
3	61	14.65
3	62	21.63
3	63	28.49
3	64	33.07
3	65	25.76
3	66	39.82
3	67	16.1
3	68	13.38
3	69	25.99
3	70	12.33
3	71	22.76
3	72	19.76
3	73	15
3	74	44.27
3	75	10.4
3	76	49.91
3	77	14.65
3	78	16.07
3	79	20.65
3	80	22.17
3	81	16.88
3	82	12.77
3	83	29.65
3	84	6.16
3	85	16.64
3	86	25.6
3	87	15.52
3	88	40.1
3	89	19.46
3	90	12.59
3	91	19.15
3	92	18.37
3	93	12.45
3	94	20.28
3	95	58.55
3	96	16.82
3	97	19.54
3	98	10.6
3	99	43.79
3	100	35.22
3	101	13.84
3	102	21.47
3	103	51.02
3	104	35.06
3	105	23.19
3	106	25.89
3	107	20.31
3	108	20.71
3	109	34.03
3	110	12.72
3	111	34.26
3	112	27.62
3	113	34.18
3	114	10.21
3	115	12.79
3	116	35.68
3	117	39.43
3	118	42.73
3	119	24.77
3	120	40.39
3	121	22.32
3	122	33.21
3	123	18.82
3	124	34.88
3	125	24.75
3	126	35.98
3	127	21.98
3	128	46.06
3	129	14.06
3	130	32.91
3	131	21.95
3	132	16.22
3	133	17.03
3	134	22.2
3	135	15.5
3	136	38.17
3	137	32.28
3	138	16.93
3	139	48.47
3	140	22.95
3	141	13.66
3	142	27.22
3	143	21.21
3	144	30.39
3	145	21.65
3	146	40.18
3	147	49.6
3	148	13.79
3	149	55.82
3	150	28.32
3	151	10.1
3	152	18.59
3	153	16.01
3	154	9.09
3	155	11.23
3	156	20.47
3	157	17.66
3	158	38.37
3	159	10.48
3	160	22.87
3	161	15.17
3	162	17
3	163	19.38
3	164	17.2
3	165	46.95
3	166	26.88
3	167	15.67
3	168	14.95
3	169	33.05
3	170	21.44
3	171	15.93
3	172	27.9
3	173	47.57
3	174	10.03
3	175	39.72
3	176	13.33
3	177	38.03
3	178	30.09
3	179	47.65
3	180	15.08
3	181	33.29
3	182	43.33
3	183	29.01
3	184	16.65
3	185	49.25
3	186	43.74
3	187	40.92
3	188	24.65
3	189	9.35
3	190	37.85
3	191	11.43
3	192	14.88
3	193	29.97
3	194	43.33
3	195	24.33
3	196	16.75
3	197	37.92
3	198	22.81
3	199	11.23
3	200	31.24
3	201	25.86
3	202	22.21
3	203	16.78
3	204	10.2
3	205	14.95
3	206	8.4
3	207	24.52
3	208	26.62
3	209	11.18
3	210	14.19
3	211	39.88
3	212	12.32
3	213	28.57
3	214	22.01
3	215	15.68
3	216	17.28
3	217	51.08
3	218	26.91
3	219	18.65
3	220	36.13
3	221	44.62
3	222	35.79
3	223	17.53
3	224	55.86
3	225	10.51
3	226	16.28
3	227	18.22
3	228	18.49
3	229	12.92
3	230	26.75
3	231	28.57
3	232	46.15
3	233	12.81
3	234	22.47
3	235	30.11
3	236	24.48
3	237	37.64
3	238	21.82
3	239	13.81
3	240	37.23
3	241	14.82
3	242	22.95
3	243	60.8
3	244	44.05
3	245	15.35
3	246	34.98
3	247	34.64
3	248	16.75
3	249	48.18
3	250	19.39
3	251	34.35
3	252	34.18
3	253	43.44
3	254	35.93
3	255	23.48
3	256	18.8
3	257	20.4
3	258	28.48
3	259	16.96
3	260	7.71
3	261	16.23
3	262	7.6
3	263	36.8
3	264	18.86
3	265	35.62
3	266	21.82
3	267	12.14
3	268	15.26
3	269	21.48
3	270	36
3	271	12.36
3	272	13.42
3	273	56.48
3	274	19.67
3	275	11.61
3	276	12.64
3	277	58.64
3	278	23.25
3	279	8.3
3	280	8.5
3	281	15.94
3	282	40.25
3	283	61.22
3	284	19.15
3	285	22.24
3	286	10.06
3	287	22.78
3	288	11.79
3	289	12.26
3	290	26.56
3	291	34.37
3	292	27.51
3	293	27.17
3	294	44.96
3	295	10.36
3	296	26.88
3	297	10.63
3	298	15.38
3	299	16.94
3	300	32.17
3	301	31.51
3	302	23.92
3	303	18.52
3	304	19.01
3	305	23.99
3	306	12.91
3	307	25.92
3	308	15.21
3	309	14.16
3	310	13.26
3	311	33.39
3	312	11.22
3	313	16.23
3	314	15.31
3	315	48.69
3	316	12.61
3	317	19.64
3	318	31.89
3	319	21.46
3	320	48.09
3	321	22.8
3	322	42.08
3	323	10.29
3	324	21.59
3	325	45.04
3	326	12.47
3	327	8.55
3	328	21.39
3	329	11.55
3	330	13
3	331	19.43
3	332	31.35
3	333	29.71
3	334	18.62
3	335	18.43
3	336	13.31
3	337	30.32
3	338	34.61
3	339	14.64
3	340	26.39
3	341	33.12
3	342	15.91
3	343	27.16
3	344	16.64
3	345	28.09
3	346	51.75
3	347	25.08
3	348	9.59
3	349	12.48
3	350	24.84
4	1	24.59
4	2	33.81
4	3	24.38
4	4	0
4	5	40.15
4	6	6.66
4	7	35.12
4	8	26.1
4	9	28.2
4	10	10.96
4	11	9.44
4	12	10.21
4	13	27.12
4	14	16.82
4	15	13.85
4	16	37.91
4	17	40.79
4	18	38.68
4	19	41.86
4	20	17.55
4	21	13.43
4	22	7.69
4	23	10.65
4	24	9.15
4	25	37.7
4	26	32.74
4	27	23.42
4	28	15.91
4	29	21.69
4	30	29.38
4	31	35.86
4	32	31.33
4	33	27.6
4	34	5.2
4	35	16.65
4	36	32.85
4	37	25.79
4	38	37.81
4	39	31.27
4	40	24.43
4	41	13.09
4	42	25.45
4	43	19.83
4	44	14.64
4	45	23.02
4	46	10.91
4	47	11.69
4	48	9.92
4	49	24.22
4	50	13.3
4	51	33.81
4	52	15.67
4	53	29.3
4	54	19.39
4	55	5.47
4	56	15.56
4	57	9.07
4	58	33.57
4	59	7.78
4	60	11.06
4	61	11
4	62	29.91
4	63	34.02
4	64	15.21
4	65	8.41
4	66	31.51
4	67	14.89
4	68	22.23
4	69	6.38
4	70	18.27
4	71	6.45
4	72	9.45
4	73	20.06
4	74	27.89
4	75	20.42
4	76	34.12
4	77	31.11
4	78	9.5
4	79	6.56
4	80	7.54
4	81	9.47
4	82	19.52
4	83	26.96
4	84	22.21
4	85	11.62
4	86	14.39
4	87	15.41
4	88	23.45
4	89	8.86
4	90	13.42
4	91	21.19
4	92	33.06
4	93	16.55
4	94	30.24
4	95	42.45
4	96	9.35
4	97	36.86
4	98	20.63
4	99	28.39
4	100	26.52
4	101	16.34
4	102	5.2
4	103	32.98
4	104	17.8
4	105	5.44
4	106	6.77
4	107	14.07
4	108	7.97
4	109	13.6
4	110	29.73
4	111	13.68
4	112	8.42
4	113	14.49
4	114	30.43
4	115	28.83
4	116	19.17
4	117	20.72
4	118	27.99
4	119	14.85
4	120	29.92
4	121	12.97
4	122	15.96
4	123	15.27
4	124	24.05
4	125	11.09
4	126	26.95
4	127	5.77
4	128	27.67
4	129	32
4	130	31.2
4	131	5.19
4	132	14.39
4	133	9.69
4	134	7.26
4	135	28.37
4	136	28.31
4	137	18.54
4	138	8.1
4	139	34.34
4	140	2.6
4	141	21.39
4	142	6.73
4	143	12.43
4	144	9.05
4	145	14.33
4	146	23.84
4	147	34.89
4	148	14.07
4	149	39.73
4	150	6.79
4	151	18.67
4	152	32.35
4	153	28.52
4	154	23.26
4	155	18.81
4	156	5.86
