350	35
1	1	0
1	2	22.21
1	3	18.12
1	4	15.44
1	5	21.77
1	6	11.3
1	7	5.48
1	8	47.26
1	9	9.94
1	10	13.06
1	11	31.37
1	12	9.96
1	13	23.23
1	14	22.55
1	15	17.27
1	16	27.71
1	17	11.44
1	18	39.86
1	19	13.75
1	20	10.71
1	21	21.71
1	22	11.16
1	23	35.48
1	24	28.97
1	25	24.89
1	26	9.61
1	27	33.57
1	28	49.45
1	29	9.41
1	30	22.13
1	31	21.29
1	32	59.88
1	33	8.3
1	34	17.51
1	35	6.93
1	36	39.76
1	37	7.77
1	38	35.7
1	39	25.17
1	40	10.8
1	41	19.58
1	42	43.93
1	43	19.48
1	44	36.39
1	45	51.61
1	46	26.59
1	47	35.25
1	48	40.18
1	49	40.49
1	50	45.15
1	51	30.64
1	52	40.83
1	53	23.78
1	54	19.55
1	55	58.8
1	56	9.81
1	57	53.21
1	58	36
1	59	15.81
1	60	20.91
1	61	34.88
1	62	38.08
1	63	37.3
1	64	35.6
1	65	20.44
1	66	15.52
1	67	13.72
1	68	17.53
1	69	12.97
1	70	14.44
1	71	12.9
1	72	29.45
1	73	37.78
1	74	23.7
1	75	44.68
1	76	4.26
1	77	6.74
1	78	34.06
1	79	58.34
1	80	16.46
1	81	6.8
1	82	4.46
1	83	16.96
1	84	34.82
1	85	44.83
1	86	30.14
1	87	42.44
1	88	21.15
1	89	20.54
1	90	27.99
1	91	48.88
1	92	46.12
1	93	30.02
1	94	27.36
1	95	16.88
1	96	9.29
1	97	15.23
1	98	45.27
1	99	13.88
1	100	16.85
1	101	47.38
1	102	43.16
1	103	24.31
1	104	33.36
1	105	19.42
1	106	25.61
1	107	18.26
1	108	15.14
1	109	6.67
1	110	11.5
1	111	17.25
1	112	24.76
1	113	54.68
1	114	31.12
1	115	12.93
1	116	7.14
1	117	44.07
1	118	24
1	119	29.46
1	120	13.9
1	121	14.52
1	122	58.26
1	123	15.65
1	124	18.4
1	125	16.91
1	126	25.21
1	127	45.66
1	128	51.31
1	129	24.22
1	130	25.41
1	131	8.21
1	132	44.93
1	133	23.63
1	134	36.77
1	135	37.68
1	136	8.28
1	137	10.36
1	138	18.57
1	139	19.25
1	140	3.89
1	141	30.85
1	142	12.82
1	143	42.35
1	144	7.39
1	145	9.76
1	146	28.28
1	147	4.44
1	148	34.34
1	149	33.51
1	150	22.91
1	151	41.2
1	152	18.98
1	153	13.09
1	154	43.36
1	155	49.24
1	156	51.23
1	157	6.66
1	158	15.22
1	159	34.67
1	160	46.73
1	161	5.68
1	162	22.2
1	163	15.16
1	164	11.31
1	165	4.2
1	166	17.96
1	167	31.15
1	168	11.39
1	169	20.47
1	170	4.4
1	171	16.69
1	172	15.39
1	173	26.23
1	174	31.21
1	175	22.87
1	176	27.05
1	177	54.79
1	178	11.19
1	179	53.46
1	180	18.14
1	181	11.13
1	182	10.72
1	183	27.61
1	184	36.06
1	185	6.63
1	186	13.38
1	187	6.51
1	188	31.63
1	189	23.18
1	190	43.43
1	191	15.58
1	192	21.03
1	193	52.58
1	194	63.64
1	195	13.07
1	196	14.5
1	197	28.6
1	198	15.59
1	199	37.85
1	200	8.11
1	201	14.75
1	202	11.85
1	203	4.49
1	204	51.04
1	205	13.9
1	206	7.22
1	207	12.89
1	208	9.02
1	209	57.39
1	210	33.83
1	211	32.12
1	212	11.43
1	213	38.82
1	214	41.84
1	215	58.81
1	216	51.86
1	217	32.66
1	218	35.88
1	219	55.33
1	220	48.63
1	221	41.35
1	222	21.61
1	223	30.36
1	224	45.85
1	225	25.28
1	226	47.07
1	227	28.52
1	228	14.47
1	229	11.31
1	230	44.32
1	231	15.28
1	232	37.6
1	233	14.04
1	234	34.73
1	235	22.27
1	236	24.21
1	237	18.64
1	238	28.77
1	239	8.16
1	240	8.26
1	241	40.27
1	242	41.83
1	243	21.14
1	244	16.19
1	245	13.08
1	246	30.49
1	247	31.74
1	248	66.85
1	249	13.29
1	250	35.65
1	251	32.34
1	252	8.23
1	253	13.87
1	254	16.41
1	255	16.18
1	256	22.6
1	257	42.49
1	258	26.14
1	259	39.27
1	260	13.2
1	261	30.89
1	262	31.37
1	263	30.93
1	264	13.7
1	265	37.83
1	266	23.15
1	267	26
1	268	13.92
1	269	7.84
1	270	44.88
1	271	19.09
1	272	5.83
1	273	51.43
1	274	43.98
1	275	9.74
1	276	36.78
1	277	46.52
1	278	32.29
1	279	34.77
1	280	10.2
1	281	35.86
1	282	27.77
1	283	23.98
1	284	29.35
1	285	46.63
1	286	37.14
1	287	36.02
1	288	24.74
1	289	7.92
1	290	12.37
1	291	26.23
1	292	48.47
1	293	13.66
1	294	27.55
1	295	35.27
1	296	45.32
1	297	20.96
1	298	32.43
1	299	13.66
1	300	42.71
1	301	11.71
1	302	7.81
1	303	38.69
1	304	28.03
1	305	51.41
1	306	63.23
1	307	37.69
1	308	56.06
1	309	11.78
1	310	26.77
1	311	21.65
1	312	28.67
1	313	49.82
1	314	39.73
1	315	26.87
1	316	39.99
1	317	18.05
1	318	9.24
1	319	46.22
1	320	42.88
1	321	21.11
1	322	8.1
1	323	12.85
1	324	18.87
1	325	16.39
1	326	22.99
1	327	39.34
1	328	47.17
1	329	21.43
1	330	11.67
1	331	16.4
1	332	6.43
1	333	43.07
1	334	7.33
1	335	46.59
1	336	43.07
1	337	58.7
1	338	22.61
1	339	12.24
1	340	10.4
1	341	48.15
1	342	10.88
1	343	5.16
1	344	30.2
1	345	51.42
1	346	7.58
1	347	23.55
1	348	23.23
1	349	15.84
1	350	15.21
2	1	22.21
2	2	0
2	3	5.12
2	4	36.91
2	5	10.64
2	6	16.99
2	7	18.57
2	8	27.27
2	9	13.16
2	10	14.42
2	11	11.13
2	12	16.08
2	13	3.43
2	14	7.87
2	15	38.54
2	16	23.54
2	17	16.26
2	18	19.07
2	19	13.03
2	20	17.97
2	21	5.48
2	22	29.44
2	23	16.62
2	24	8.81
2	25	5.39
2	26	14.96
2	27	19.13
2	28	30.27
2	29	13.39
2	30	5.67
2	31	6.95
2	32	39.51
2	33	29.98
2	34	28.13
2	35	23.73
2	36	29.03
2	37	25.74
2	38	16.24
2	39	8.68
2	40	32.17
2	41	28.26
2	42	25.01
2	43	40.63
2	44	17.4
2	45	32.16
2	46	5.41
2	47	14.32
2	48	34.98
2	49	19.79
2	50	32.02
2	51	31.13
2	52	32.22
2	53	21.39
2	54	4.83
2	55	38.95
2	56	18.3
2	57	33.85
2	58	21.49
2	59	12.88
2	60	6.69
2	61	23.5
2	62	20.16
2	63	20.24
2	64	16.77
2	65	41.18
2	66	8.75
2	67	14.34
2	68	5.96
2	69	11.18
2	70	10.03
2	71	13.98
2	72	12.38
2	73	20.51
2	74	2.38
2	75	23.69
2	76	21.39
2	77	23.09
2	78	18.38
2	79	37.89
2	80	9.53
2	81	17.53
2	82	22.33
2	83	37.96
2	84	14.37
2	85	29.65
2	86	9.19
2	87	24.27
2	88	9.33
2	89	9.31
2	90	8.79
2	91	28.82
2	92	26.49
2	93	8.98
2	94	8.85
2	95	38.65
2	96	15.38
2	97	22.33
2	98	24.1
2	99	34.54
2	100	7.62
2	101	26.82
2	102	23.78
2	103	11.49
2	104	16.96
2	105	5.23
2	106	7.01
2	107	19.69
2	108	11.9
2	109	24.11
2	110	14.25
2	111	38.3
2	112	5.63
2	113	34.47
2	114	9.52
2	115	27.29
2	116	28.31
2	117	22.95
2	118	22.69
2	119	13.52
