350	35
1	1	0
1	2	34.95
1	3	46.09
1	4	32.41
1	5	27.64
1	6	20.11
1	7	27.66
1	8	23.87
1	9	23.25
1	10	19.63
1	11	12.8
1	12	32.76
1	13	8.71
1	14	21.43
1	15	32.71
1	16	36.56
1	17	6.01
1	18	10.19
1	19	25.61
1	20	34.4
1	21	23.83
1	22	17.58
1	23	25.39
1	24	17.27
1	25	38.7
1	26	6.77
1	27	27.96
1	28	10.13
1	29	35.04
1	30	12.75
1	31	12.5
1	32	8.17
1	33	26.53
1	34	35.86
1	35	29.06
1	36	14.79
1	37	28.37
1	38	41.91
1	39	9.04
1	40	17.7
1	41	18.78
1	42	37.9
1	43	11.28
1	44	26.41
1	45	21.76
1	46	6.64
1	47	31.58
1	48	30.22
1	49	24.23
1	50	21.76
1	51	12.09
1	52	21.74
1	53	7.64
1	54	16.48
1	55	23.32
1	56	4.88
1	57	20.63
1	58	19.41
1	59	9.44
1	60	16.77
1	61	13.65
1	62	10.49
1	63	28.45
1	64	29.19
1	65	15.55
1	66	27.2
1	67	7.95
1	68	37.22
1	69	36.75
1	70	24.46
1	71	13.3
1	72	14.05
1	73	10.64
1	74	4.08
1	75	6.86
1	76	30.39
1	77	7.21
1	78	11.62
1	79	9.78
1	80	15.74
1	81	20.7
1	82	31.99
1	83	6.61
1	84	33.83
1	85	9.97
1	86	15.98
1	87	10.86
1	88	23.47
1	89	16.87
1	90	20.64
1	91	20.81
1	92	20.37
1	93	26.69
1	94	25.77
1	95	39.41
1	96	13.57
1	97	18.02
1	98	40.5
1	99	11.33
1	100	26.32
1	101	21.64
1	102	30.28
1	103	10.63
1	104	27.09
1	105	14.94
1	106	40.41
1	107	33.38
1	108	19.81
1	109	24
1	110	47.88
1	111	7.42
1	112	24.27
1	113	15.75
1	114	7.57
1	115	11.85
1	116	28.91
1	117	20.93
1	118	12.02
1	119	41.72
1	120	15.63
1	121	28.86
1	122	18.56
1	123	8.18
1	124	12.78
1	125	23.65
1	126	17.91
1	127	6.06
1	128	11.22
1	129	10.31
1	130	6
1	131	31.37
1	132	29.38
1	133	25.34
1	134	8.72
1	135	21.26
1	136	29.99
1	137	10.6
1	138	32.92
1	139	30.12
1	140	35.48
1	141	35.32
1	142	10.23
1	143	13.18
1	144	22.03
1	145	13.34
1	146	23.41
1	147	39.08
1	148	17.43
1	149	26.65
1	150	31.33
1	151	17.13
1	152	9.77
1	153	8.2
1	154	26.06
1	155	19.68
1	156	5.88
1	157	23.06
1	158	24.03
1	159	28.2
1	160	15.86
1	161	10.85
1	162	23.42
1	163	5.68
1	164	10.89
1	165	15.58
1	166	11.08
1	167	14.75
1	168	38.11
1	169	9.66
1	170	29.1
1	171	27.46
1	172	11.56
1	173	24.93
1	174	13.58
1	175	28.12
1	176	19.68
1	177	38.67
1	178	9.84
1	179	33.89
1	180	7.4
1	181	18.65
1	182	34.71
1	183	5.28
1	184	29.54
1	185	35.37
1	186	6.11
1	187	18.15
1	188	9.72
1	189	11.51
1	190	37.25
1	191	29.66
1	192	34.66
1	193	7.34
1	194	20.65
1	195	25.27
1	196	33.26
1	197	38.78
1	198	31.33
1	199	11.92
1	200	15.31
1	201	21.6
1	202	14.51
1	203	13.43
1	204	22.53
1	205	42.53
1	206	7.34
1	207	12.13
1	208	8.2
1	209	38.46
1	210	11.69
1	211	9.95
1	212	27.59
1	213	10.45
1	214	15.58
1	215	18.3
1	216	48.51
1	217	19.59
1	218	27.05
1	219	30.68
1	220	23.52
1	221	24.04
1	222	6.42
1	223	7.28
1	224	18.8
1	225	13.66
1	226	10.67
1	227	33.26
1	228	31.44
1	229	8.42
1	230	7.66
1	231	35.03
1	232	20.51
1	233	14.57
1	234	7.49
1	235	20.34
1	236	44.07
1	237	15.34
1	238	10.92
1	239	21.85
1	240	32.78
1	241	20.5
1	242	31.51
1	243	16.13
1	244	38.89
1	245	4.72
1	246	5.36
1	247	12.01
1	248	38.87
1	249	21.6
1	250	14.37
1	251	9.12
1	252	12.9
1	253	27.68
1	254	21.03
1	255	9.42
1	256	6.92
1	257	13.98
1	258	5.48
1	259	21.9
1	260	31.58
1	261	11.28
1	262	30.13
1	263	28.25
1	264	20.66
1	265	31.2
1	266	21
1	267	9.4
1	268	18.7
1	269	7.47
1	270	29.2
1	271	28.15
1	272	25.39
1	273	8.18
1	274	6.76
1	275	8.57
1	276	6.49
1	277	8.86
1	278	6.29
1	279	10.07
1	280	28.37
1	281	27.37
